,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,predisposicion_pueblo_1 mes,predisposicion_pueblo_3 meses,predisposicion_pueblo_6 meses,predisposicion_pueblo_Aún me lo estoy pensando,year,month,day,pais_de_residencia_España,pais_de_residencia_Latino América,pais_de_residencia_Otro,pais_de_residencia_Resto de Europa (dentro de UE),prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana,situacion_en_espana_No estoy en ninguna de esas situaciones,situacion_en_espana_Tengo nacionalidad española / de un país de la UE / permiso de residencia,primera_segunda_vivienda_Primera residencia,primera_segunda_vivienda_Segunda residencia,zona_interes_Indiferente,"zona_interes_Indiferente, menos de 150km de Madrid",zona_interes_Navarra,zona_interes_Pueblos de Burgos,zona_interes_Pueblos de Cuenca,zona_interes_Pueblos de Galicia,zona_interes_Pueblos de Jaén,zona_interes_Pueblos de Palencia,zona_interes_Pueblos de Segovia,zona_interes_Pueblos de Soria,zona_interes_Pueblos de Zamora,zona_interes_Pueblos de Zaragoza,zona_interes_Pueblos de Zaragoza-Huesca,zona_interes_Sierra norte de Madrid
2503,,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2504,,0,0,0,3,1,0,0,0,0,1,0,0,0,1,2020,6,14,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2505,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2506,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2020,6,14,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2507,,0,0,0,2,1,0,0,0,0,1,0,0,0,1,2020,6,14,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2508,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2509,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2510,,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2511,,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2512,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2513,,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,,0,0,0,3,1,1,0,0,0,0,0,0,0,1,2020,6,14,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2515,,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2020,6,14,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2516,,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2020,6,14,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2518,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2519,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2520,,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2521,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2522,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2524,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,14,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2525,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,,0,0,0,3,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,,0,0,0,2,1,0,0,0,0,1,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2530,,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2531,,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2532,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2533,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2534,,1,1,1,1,1,0,0,0,0,1,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2537,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2538,,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2020,6,14,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2539,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2540,,1,1,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2541,,0,0,0,3,1,0,1,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2542,,0,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2543,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2544,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2545,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2020,6,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2546,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,14,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,14,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3491,,1,1,0,3,2,1,0,0,0,0,0,0,0,1,2021,4,20,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3500,,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2020,6,14,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3501,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2020,6,14,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3503,,0,0,1,2,4,0,0,0,0,0,0,0,1,0,2021,4,20,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3505,,1,1,1,3,5,1,0,0,0,0,0,0,0,1,2021,4,20,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3507,,1,1,0,1,2,0,0,0,0,0,1,0,0,0,2021,4,20,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3508,,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2021,4,20,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3512,,1,1,1,4,2,0,1,0,0,0,1,0,0,0,2021,4,21,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3517,,1,1,1,2,4,0,0,0,0,1,0,0,1,0,2021,4,21,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3519,,1,1,1,1,4,0,0,0,0,0,0,0,1,0,2021,4,21,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3520,,1,1,1,2,1,0,0,0,0,1,0,0,0,1,2021,4,21,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3521,,1,1,1,2,1,0,0,0,0,1,0,0,0,1,2021,4,21,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3522,,1,1,1,3,4,0,0,0,0,1,0,0,0,1,2021,4,21,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,,1,1,0,1,1,0,0,0,0,1,0,0,0,1,2021,4,21,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3527,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2021,4,21,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,,1,1,0,2,3,0,0,0,0,1,0,0,1,0,2021,4,21,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3539,,1,1,1,2,2,0,1,0,0,0,0,0,1,0,2021,4,21,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,,1,1,1,2,2,1,0,0,0,0,0,0,0,1,2021,4,22,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3545,,1,1,0,1,2,0,0,0,0,1,0,0,1,0,2021,4,23,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3548,,1,1,1,2,3,0,0,0,0,1,1,0,0,0,2021,4,23,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3549,,1,1,1,1,5,0,0,0,0,0,0,1,0,0,2021,4,23,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,,1,1,0,1,1,0,0,0,0,0,0,0,1,0,2021,4,23,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,,1,1,1,1,2,0,0,0,0,1,0,0,1,0,2021,4,23,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3560,,1,1,1,2,1,0,0,0,0,1,0,0,0,1,2021,4,23,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3569,,1,1,0,2,1,0,0,0,0,1,0,0,0,1,2021,4,23,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3570,,1,1,1,2,3,0,0,0,0,1,0,0,1,0,2021,4,24,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3571,,1,1,1,1,3,0,0,0,0,0,0,0,0,1,2021,4,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3584,,1,1,0,1,4,1,0,0,0,0,1,0,0,0,2021,4,25,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3589,,0,1,0,2,4,1,0,0,0,0,0,0,1,0,2021,4,26,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3592,,1,1,1,3,2,0,0,0,0,1,0,1,0,0,2021,4,26,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,,1,0,0,3,1,0,0,0,0,0,0,0,0,1,2021,4,26,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3597,,1,1,0,1,1,0,0,0,0,0,0,1,0,0,2021,4,26,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,,1,1,1,1,4,1,0,0,0,0,1,0,0,0,2021,4,26,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,,1,1,0,1,3,0,0,1,0,0,1,0,0,0,2021,4,27,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,,1,1,1,2,1,0,0,0,0,1,0,1,0,0,2021,4,27,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3615,,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2021,4,28,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3618,,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2021,4,28,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3621,,1,1,1,1,3,1,0,0,0,0,0,0,1,0,2021,4,28,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3628,,1,1,0,1,1,0,0,0,0,1,0,0,0,1,2021,4,29,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3631,,1,1,1,3,1,0,0,0,0,1,0,0,0,1,2021,4,29,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,,1,1,0,2,1,0,0,0,0,1,0,0,1,0,2021,4,29,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,,1,1,1,2,1,1,0,0,0,0,1,0,0,0,2021,4,29,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3641,,1,1,0,1,2,0,0,0,0,1,0,1,0,0,2021,4,29,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3643,,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2021,4,29,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3652,,1,1,0,2,3,1,0,0,0,0,0,1,0,0,2021,4,30,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,,1,1,0,3,5,1,0,0,0,0,1,0,0,0,2021,5,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3656,,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2021,5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3663,,1,1,1,2,2,0,0,0,0,0,0,0,1,0,2021,5,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3668,,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2021,5,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,,1,1,0,2,4,1,0,0,0,0,0,1,0,0,2021,5,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3673,,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2021,5,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2021,5,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3677,,1,1,0,1,5,0,0,0,0,1,0,0,1,0,2021,5,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3678,,1,1,0,2,1,0,0,0,0,1,0,1,0,0,2021,5,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3682,,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2021,5,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3685,,1,1,0,1,4,1,0,0,0,0,0,1,0,0,2021,5,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3692,,1,1,1,1,2,0,1,0,0,0,0,0,1,0,2021,5,6,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3699,,1,1,1,3,2,0,0,0,0,1,0,0,1,0,2021,5,7,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3704,,1,1,0,4,4,0,0,0,0,1,0,0,0,1,2021,5,7,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3708,,0,1,1,2,2,1,0,0,0,0,1,0,0,0,2021,5,7,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,,1,1,0,1,2,0,0,0,0,1,0,0,0,1,2021,5,7,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3715,,1,0,1,1,6,0,0,0,0,0,1,0,0,0,2021,5,9,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3718,,1,1,1,1,2,0,0,1,0,0,1,0,0,0,2021,5,9,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3721,,1,1,0,2,2,0,0,0,0,1,0,0,1,0,2021,5,10,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3722,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2021,5,10,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3723,,1,1,0,4,4,0,0,0,0,0,0,1,0,0,2021,5,10,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3725,,1,1,0,2,1,0,0,0,0,1,0,0,1,0,2021,5,10,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3727,,1,1,0,2,2,0,0,0,0,1,0,0,1,0,2021,5,10,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3738,,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2021,5,12,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3739,,1,1,0,2,2,0,0,0,0,1,0,0,1,0,2021,5,12,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2021,5,13,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3743,,1,1,0,2,1,1,0,0,0,0,0,0,0,1,2021,5,13,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3745,,1,1,1,3,5,1,0,0,0,0,0,0,1,0,2021,5,13,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,,1,1,0,2,1,0,0,0,0,0,0,0,1,0,2021,5,13,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3754,,1,1,1,2,3,0,0,0,0,1,0,0,1,0,2021,5,14,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3757,,1,1,0,1,2,0,0,0,0,0,0,0,1,0,2021,5,14,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3758,,0,0,0,1,6,0,0,0,0,0,0,0,1,0,2021,5,14,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3761,,1,1,1,2,1,0,0,0,0,0,0,0,1,0,2021,5,15,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,,0,1,0,2,1,1,0,0,0,0,1,0,0,0,2021,5,16,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3770,,1,1,1,3,4,1,0,0,0,0,1,0,0,0,2021,5,16,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3772,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2021,5,17,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3774,,1,1,1,3,4,1,0,0,0,0,0,0,1,0,2021,5,17,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3775,,0,0,1,1,2,1,0,0,0,0,1,0,0,0,2021,5,17,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,,1,1,1,3,2,0,0,0,0,0,0,0,0,1,2021,5,17,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3779,,1,1,0,2,2,0,0,0,0,0,0,1,0,0,2021,5,17,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3781,,1,1,0,3,1,1,0,0,0,0,0,0,1,0,2021,5,18,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3784,,0,1,0,1,4,0,0,0,0,0,0,0,1,0,2021,5,19,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,,0,0,0,1,2,0,0,0,0,1,1,0,0,0,2021,5,19,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,,0,1,1,2,3,0,0,0,0,0,0,1,0,0,2021,5,20,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,,0,1,0,1,1,1,0,0,0,0,0,0,0,1,2021,5,20,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3797,,1,1,1,3,2,1,0,0,0,0,0,0,0,1,2021,5,20,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3799,,1,1,1,2,3,0,0,1,0,0,0,0,1,0,2021,5,20,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3801,,1,1,0,3,3,0,0,0,0,0,1,0,0,0,2021,5,21,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2021,5,22,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3804,,1,1,1,1,3,1,0,0,0,0,0,0,1,0,2021,5,22,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3805,,1,1,1,1,3,0,0,0,0,0,1,0,0,0,2021,5,22,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3808,,1,1,1,2,1,0,0,0,0,1,0,1,0,0,2021,5,22,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3810,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2021,5,23,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
