,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,predisposicion_pueblo_1 mes,predisposicion_pueblo_3 meses,predisposicion_pueblo_6 meses,predisposicion_pueblo_Aún me lo estoy pensando,year,month,day,pais_de_residencia_España,pais_de_residencia_Latino América,pais_de_residencia_Otro,pais_de_residencia_Resto de Europa (dentro de UE),prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana,situacion_en_espana_No estoy en ninguna de esas situaciones,situacion_en_espana_Tengo nacionalidad española / de un país de la UE / permiso de residencia,primera_segunda_vivienda_Primera residencia,primera_segunda_vivienda_Segunda residencia,zona_interes_Indiferente,"zona_interes_Indiferente, menos de 150km de Madrid",zona_interes_Navarra,zona_interes_Pueblos de Burgos,zona_interes_Pueblos de Cuenca,zona_interes_Pueblos de Galicia,zona_interes_Pueblos de Jaén,zona_interes_Pueblos de Palencia,zona_interes_Pueblos de Segovia,zona_interes_Pueblos de Soria,zona_interes_Pueblos de Zamora,zona_interes_Pueblos de Zaragoza,zona_interes_Pueblos de Zaragoza-Huesca,zona_interes_Sierra norte de Madrid
1,,1,1,1,2,2,1,0,0,0,0,0,0,0,1,2020,10,26,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,,1,1,1,2,3,0,0,0,0,0,0,1,0,0,2020,11,8,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,,1,1,1,1,2,1,0,0,0,0,0,0,0,1,2020,11,16,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,,1,1,1,1,3,0,0,0,0,0,0,0,1,0,2020,11,19,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,,1,1,1,1,2,1,0,0,0,0,0,0,1,0,2020,11,22,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,,1,1,1,1,4,0,0,0,0,0,0,0,0,1,2020,11,23,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,0,0,0,2,2,1,0,0,0,0,0,0,1,0,2020,11,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,1,1,0,2,6,1,0,0,0,0,0,0,1,0,2020,11,25,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,1,1,1,2,2,0,0,0,0,0,0,1,0,0,2020,11,26,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,,0,1,1,1,3,0,0,0,0,1,0,0,1,0,2020,11,27,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,,1,1,0,2,2,0,0,0,0,1,0,0,1,0,2020,11,28,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2020,11,28,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,,0,0,0,2,3,1,0,0,0,0,1,0,0,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,,0,1,0,2,3,0,0,0,0,0,0,0,1,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,,0,1,0,2,3,1,0,0,0,0,0,0,1,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2020,12,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,1,1,1,3,2,0,0,0,0,0,0,1,0,0,2020,12,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,,1,1,0,1,1,0,1,0,0,0,0,0,1,0,2020,12,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,,0,1,0,2,6,0,0,0,0,0,1,0,0,0,2020,12,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,,1,1,0,1,3,0,1,0,0,0,0,0,1,0,2020,12,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,,1,1,0,3,2,0,0,0,0,0,0,0,0,1,2020,12,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,,0,0,0,2,5,0,0,1,0,0,0,0,1,0,2020,12,7,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,,1,1,0,1,3,0,1,0,0,0,0,0,1,0,2020,12,8,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,,1,1,0,3,1,1,0,0,0,0,0,0,0,1,2020,12,9,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,,1,1,0,1,2,0,0,0,0,0,0,0,0,1,2020,12,11,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2020,12,15,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,,0,1,0,1,2,0,0,0,0,0,0,0,1,0,2020,12,15,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,,1,1,1,2,1,0,0,1,0,0,0,0,1,0,2020,12,16,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,,1,1,1,3,3,1,0,0,0,0,0,1,0,0,2020,12,17,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,,1,1,0,1,1,0,0,0,0,1,0,0,1,0,2020,12,17,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,1,1,0,2,2,1,0,0,0,0,0,0,1,0,2020,12,22,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,,0,1,0,1,5,1,0,0,0,0,1,0,0,0,2020,12,23,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,,1,1,1,1,4,1,0,0,0,0,0,1,0,0,2020,12,26,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,1,4,0,0,0,0,0,0,1,0,0,2020,12,26,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,,0,1,0,3,6,1,0,0,0,0,0,0,0,1,2020,12,26,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,,1,1,0,2,3,1,0,0,0,0,0,0,0,1,2020,12,27,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2020,12,28,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,,1,1,0,1,2,0,0,0,0,0,0,0,1,0,2020,12,28,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2020,12,28,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2020,12,28,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,,1,1,0,4,2,0,1,0,0,0,0,0,1,0,2020,12,29,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,,1,1,0,4,2,0,0,0,0,1,0,0,1,0,2020,12,31,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,,1,1,1,2,4,0,0,0,0,1,0,0,1,0,2021,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,,1,1,0,2,3,0,0,0,0,0,0,0,1,0,2021,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2021,1,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,,1,1,1,2,4,1,0,0,0,0,0,1,0,0,2021,1,3,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,,0,0,1,1,2,0,0,0,0,0,0,0,1,0,2021,1,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,1,1,0,2,3,0,0,0,0,0,0,0,1,0,2021,1,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,,1,1,0,3,3,0,0,0,0,0,1,0,0,0,2021,1,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,,1,1,0,1,6,0,0,0,0,0,1,0,0,0,2021,1,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,,0,0,0,1,3,0,0,1,0,0,0,0,1,0,2021,1,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,,1,1,1,2,4,1,0,0,0,0,0,0,0,1,2021,1,5,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,,0,1,1,1,3,0,0,1,0,0,0,0,0,1,2021,1,6,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,,1,1,1,1,3,0,0,0,0,0,0,0,0,1,2021,1,7,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,,1,1,1,1,3,1,0,0,0,0,0,0,1,0,2021,1,7,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,,1,1,1,2,2,0,0,0,0,0,0,0,0,1,2021,1,8,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2021,1,10,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,,1,1,0,1,3,0,0,0,0,0,0,0,1,0,2021,1,12,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
172,,0,0,0,2,1,1,0,0,0,0,0,0,1,0,2021,1,12,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,,1,1,0,3,2,0,0,0,0,0,0,0,0,1,2021,1,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,,0,1,0,1,1,1,0,0,0,0,1,0,0,0,2021,1,14,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,,0,0,0,3,6,1,0,0,0,0,0,0,1,0,2021,1,15,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
197,,1,1,1,4,5,1,0,0,0,0,0,0,1,0,2021,1,16,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,,0,1,0,1,2,0,0,0,0,0,0,0,1,0,2021,1,16,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,,0,0,0,1,3,1,0,0,0,0,1,0,0,0,2021,1,16,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2021,1,18,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2021,1,18,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2021,1,19,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2021,1,20,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,,1,0,0,2,1,0,0,1,0,0,0,0,1,0,2021,1,21,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,,0,0,0,2,5,0,0,1,0,0,0,1,0,0,2021,1,21,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,,1,1,1,1,3,0,0,0,0,0,1,0,0,0,2021,1,23,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,,0,1,1,1,4,1,0,0,0,0,0,0,0,1,2021,1,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,,1,1,1,2,2,1,0,0,0,0,0,0,1,0,2021,1,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2021,1,24,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255,,0,1,1,1,2,0,0,0,0,0,1,0,0,0,2021,1,24,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,,1,1,0,2,4,0,0,0,0,0,0,0,1,0,2021,1,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
262,,1,1,1,4,4,1,0,0,0,0,0,0,1,0,2021,1,24,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
268,,1,1,0,3,2,1,0,0,0,0,0,1,0,0,2021,1,25,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,,1,1,1,2,1,1,0,0,0,0,0,0,1,0,2021,1,25,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
278,,1,1,1,3,2,1,0,0,0,0,0,0,1,0,2021,1,25,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,,1,1,1,4,3,0,0,0,0,0,0,1,0,0,2021,1,25,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,,0,1,0,2,5,0,0,0,0,0,0,0,1,0,2021,1,26,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,,1,1,1,3,4,0,0,0,0,0,0,0,0,1,2021,1,27,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,,1,1,1,1,3,1,0,0,0,0,0,0,0,1,2021,1,27,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,,0,0,0,1,4,0,0,0,0,0,0,0,1,0,2021,1,27,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
304,,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2021,1,27,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2021,1,27,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,,1,1,1,2,2,1,0,0,0,0,0,0,1,0,2021,1,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
313,,1,1,1,4,2,1,0,0,0,0,0,0,0,1,2021,1,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,,1,1,1,1,5,1,0,0,0,0,0,0,1,0,2021,1,29,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,,0,0,0,1,2,1,0,0,0,0,1,0,0,0,2021,1,29,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331,,1,1,0,4,1,0,0,0,0,0,0,0,1,0,2021,1,30,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,,1,1,1,2,2,0,1,0,0,0,0,0,1,0,2021,1,31,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347,,1,1,1,3,4,0,0,0,0,1,0,0,1,0,2021,1,31,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,,1,1,1,2,2,0,0,0,0,0,1,0,0,0,2021,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
356,,0,0,0,1,2,1,0,0,0,0,1,0,0,0,2021,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357,,0,0,0,1,2,1,0,0,0,0,1,0,0,0,2021,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
366,,1,1,0,2,1,1,0,0,0,0,0,0,0,1,2021,2,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,,1,1,0,1,4,1,0,0,0,0,0,0,1,0,2021,2,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
369,,0,0,0,1,5,0,0,0,0,0,1,0,0,0,2021,2,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2021,2,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2021,2,5,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380,,0,0,0,1,7,0,0,0,0,1,0,0,1,0,2021,2,5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,,0,0,0,2,2,1,0,0,0,0,0,0,1,0,2021,2,6,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394,,1,1,1,2,4,0,1,0,0,0,0,0,1,0,2021,2,8,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,,1,1,0,1,3,1,0,0,0,0,0,1,0,0,2021,2,8,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,,1,1,1,1,4,0,0,0,0,1,1,0,0,0,2021,2,9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,,1,1,1,2,2,0,0,0,0,0,0,1,0,0,2021,2,9,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
409,,0,0,0,2,5,0,0,0,1,0,0,0,1,0,2021,2,11,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
411,,1,1,1,2,1,1,0,0,0,0,1,0,0,0,2021,2,11,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
413,,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2021,2,12,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,,1,1,1,3,2,0,0,0,0,0,0,1,0,0,2021,2,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,,1,1,1,2,5,1,0,0,0,0,1,0,0,0,2021,2,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2021,2,15,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
431,,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2021,2,15,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
432,,1,1,1,2,2,0,0,0,0,1,0,1,0,0,2021,2,15,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440,,1,1,0,1,4,1,0,0,0,0,1,0,0,0,2021,2,16,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
446,,1,1,1,3,5,1,0,0,0,0,0,0,1,0,2021,2,17,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
448,,1,1,0,1,2,0,0,0,0,0,0,0,1,0,2021,2,17,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452,,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2021,2,18,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
453,,1,1,1,3,4,1,0,0,0,0,0,0,1,0,2021,2,18,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454,,0,0,1,1,2,1,0,0,0,0,0,0,1,0,2021,2,18,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
455,,1,1,1,1,4,0,0,1,0,0,1,0,0,0,2021,2,19,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,,1,1,1,1,2,0,0,0,0,1,0,0,0,1,2021,2,19,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
463,,1,1,1,1,5,0,0,1,0,0,1,0,0,0,2021,2,19,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,,1,1,1,2,2,1,0,0,0,0,1,0,0,0,2021,2,20,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
467,,1,1,1,2,2,1,0,0,0,0,0,1,0,0,2021,2,21,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
468,,0,1,1,3,2,0,0,0,0,0,0,0,0,1,2021,2,21,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,,1,1,1,1,19,1,0,0,0,0,0,0,1,0,2021,2,22,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
478,,1,1,1,3,2,0,0,0,0,0,0,0,1,0,2021,2,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484,,1,1,1,1,5,0,0,0,0,0,0,1,0,0,2021,2,25,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,,0,1,0,1,5,0,0,0,0,0,0,0,1,0,2021,2,25,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
486,,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2021,2,26,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
496,,0,0,1,1,3,0,0,0,0,0,0,0,1,0,2021,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,,0,1,0,1,4,0,0,1,0,0,0,0,1,0,2021,3,6,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
518,,1,1,1,1,4,0,0,1,0,0,0,0,0,1,2021,3,7,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,,0,1,1,3,2,0,0,0,0,1,1,0,0,0,2021,3,7,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
521,,1,1,1,2,5,0,0,0,0,0,0,1,0,0,2021,3,7,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
524,,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2021,3,8,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
527,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2021,3,9,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529,,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2021,3,10,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
