,id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo
0,,2023-03-01,España,Cantabria,Santander,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,30 - 24 - 2,No,Si,No,,,Indiferente,
1,U-000002,2020-10-26,"('España', 'Andalucía')","('España', 'Andalucía')",Algeciras,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercio internacional,3 meses,"37,37",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,3 meses
2,U-000003,2020-10-26,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Colmenar Viejo (Madrid),Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,,"57, 56",Si,Si,Si,Hasta 450€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando
3,U-000006,2020-11-08,"('España', '28830')","('España', '28830')",San Fernando de Henares,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,,"38, 38 y 8",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses
4,U-000007,2020-11-11,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fotógrafo,6 meses,41 y 31 años,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
5,U-000008,2020-11-16,"('España', '46133')","('España', '46133')",Meliana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor educación especial,,63 - 60,Si,Si,Si,Hasta 300€,Segunda residencia,Indiferente,Aún me lo estoy pensando
6,U-000009,2020-11-17,"('Cuba', 'NINGUNA')","('Cuba', 'NINGUNA')",La Habana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico de empresas y actividades turísticas,1 año,"48, 35, 4",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
7,U-000011,2020-11-19,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Alcala De Henares,No estoy en ninguna de esas situaciones,Otro,Más de 1 año,"50,48,28,28,25,20,17,0 meses",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
8,U-000014,2020-11-19,España,Madrid,Alcorcón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,,46/45/8,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
9,U-000016,2020-11-20,"('España', 'Illes Balears')","('España', 'Illes Balears')",Palma De Mallorca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,30- 3 años ( madre e hija),Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
10,U-000017,2020-11-20,"('United States', 'NINGUNA')","('United States', 'NINGUNA')",Armstrong,No estoy en ninguna de esas situaciones,Administrativo,6 meses,45-42-3-3,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses
11,U-000018,2020-11-20,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Torrelodones,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,3 meses,48,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando
12,U-000020,2020-11-21,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Gestor cultural,6 meses,46 3,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
13,U-000021,2020-11-21,"('Россия', 'NINGUNA')","('Россия', 'NINGUNA')",Moscù,No estoy en ninguna de esas situaciones,Albañil,1 año,46 años y 13 años,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
14,U-000022,2020-11-21,"('España', '31500')","('España', '31500')",Tudela,No estoy en ninguna de esas situaciones,Camarero,3 meses,26/26,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
15,U-000023,2020-11-21,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Valencia,No estoy en ninguna de esas situaciones,Mozo almacén,Más de 1 año,69 42,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
16,U-000024,2020-11-22,"('España', '36960')","('España', '36960')",Sanxenxo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,,17 y 18 años,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
17,U-000026,2020-11-23,"('España', '08001')","('España', '08001')",Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Diseñador grafico,1 año,Mi pareja 38 y yo 39,Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Zaragoza,6 meses
18,U-000027,2020-11-23,"('España', '45210')","('España', '45210')",YUNCOS,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"42 ,40, 7, 4",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
19,U-000028,2020-11-23,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,"32, 29",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
20,U-000029,2020-11-23,"('México', 'NINGUNA')","('México', 'NINGUNA')",Guadalajara,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,Más de 1 año,20 años y 4 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
21,U-000030,2020-11-23,"('España', '08001')","('España', '08001')",Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,ninguna,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
22,U-000032,2020-11-24,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Graduado social,,"41, 25",No,No,No,Hasta 450€,Primera residencia,Indiferente,6 meses
23,U-000036,2020-11-25,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,,"63,43,40,29,15,12",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
24,U-000040,2020-11-26,"('España', '03830')","('España', '03830')",Muro de Alcoi,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,47,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses
25,U-000041,2020-11-26,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,30-36,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses
26,U-000044,2020-11-27,"('España', 'Canarias')","('España', 'Canarias')",Tacoronte,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,,"36,15 y 4 años",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
27,U-000045,2020-11-27,"('España', 'Andalucía')","('España', 'Andalucía')",Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,3 meses,48 y 32,No,No,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
28,U-000047,2020-11-27,"('España', '08500')","('España', '08500')","Vic, Barcelona",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Artes visuales,3 meses,Yo tengo 55 años y no tengo hijos,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
29,U-000048,2020-11-28,"('España', 'Aragón')","('España', 'Aragón')",Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,Más de 1 año,40,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
30,U-000049,2020-11-28,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,39,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses
31,U-000050,2020-11-28,"('España', '08330')","('España', '08330')",Premia de mar,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,6 meses,39 y 35,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes
32,U-000051,2020-11-28,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",Cordoba Capital,No estoy en ninguna de esas situaciones,Freelance digital,3 meses,24,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
33,U-000052,2020-11-28,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Coslada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,,57 y 56,Si,Si,No,Hasta 450€,Segunda residencia,Indiferente,6 meses
34,U-000053,2020-11-28,"('España', 'Extremadura')","('España', 'Extremadura')",Arroyomolinos,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,,0,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
35,U-000054,2020-11-29,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Fuenlabrada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,25,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
36,U-000055,2020-11-29,"('España', 'Euskadi')","('España', 'Euskadi')",Barakaldo (Bizkaia),Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,3 meses,31,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,6 meses
37,U-000056,2020-11-29,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,No estoy en ninguna de esas situaciones,Ingeniero,6 meses,34 años y - 4 meses de edad,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
38,U-000057,2020-11-29,"('España', '28970')","('España', '28970')",HUMANES DE MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,"71, 41, 40, 13, 10 Y 6 AÑOS",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,3 meses
39,U-000058,2020-11-29,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Gestor cultural,6 meses,40 y 35,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
40,U-000059,2020-11-30,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid Alcobendas,No estoy en ninguna de esas situaciones,Electricista,1 año,"32,31,10,6y1año",Si,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
41,U-000060,2020-11-30,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Torrejon de ardoz!,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,24 - 18,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
42,U-000061,2020-11-30,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,No estoy en ninguna de esas situaciones,Esteticista,,38 31 Y 7,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
43,U-000062,2020-11-30,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"35,28,7,2",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
44,U-000065,2020-11-30,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Comunidad de Madrid,No estoy en ninguna de esas situaciones,Administrativo,Más de 1 año,42 y 10años,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
45,U-000066,2020-11-30,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,,"2 AÑOS, 38 AÑOS Y 46 AÑOS",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
46,U-000067,2020-11-30,"('España', 'Catalunya')","('España', 'Catalunya')",Hospitalet de Llobregat,No estoy en ninguna de esas situaciones,Cocinero,1 año,32,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
47,U-000068,2020-11-30,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",ALAMEDA DEL VALLE,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,,"38, 46, 2",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
48,U-000069,2020-12-01,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Alameda del Valle,No estoy en ninguna de esas situaciones,Ingeniero,3 meses,61 42 37 14 7 3 1,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
49,U-000070,2020-12-01,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Elche,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,57 y 31,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
50,U-000071,2020-12-01,"('España', 'Castilla y León')","('España', 'Castilla y León')",Segovia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,53,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
51,U-000072,2020-12-01,"('España', '08410')","('España', '08410')",Vilanova del Valles,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,,57-47,Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,3 meses
52,U-000073,2020-12-02,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,No estoy en ninguna de esas situaciones,Ingeniero,3 meses,30 y 10,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
53,U-000074,2020-12-02,"('España', '08001')","('España', '08001')",Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,3 meses,47 - 37 - 15 - 5 y 4,No,No,No,Hasta 450€,Primera residencia,Pueblos de Soria,3 meses
54,U-000075,2020-12-02,"('España', 'Canarias')","('España', 'Canarias')",Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,,32,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
55,U-000076,2020-12-02,"('Bolivia', 'NINGUNA')","('Bolivia', 'NINGUNA')",La Paz,No estoy en ninguna de esas situaciones,Cocinero,6 meses,"42, 33, 13, 11, 9",No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
56,U-000077,2020-12-03,"('España', 'Castilla y León')","('España', 'Castilla y León')",Palencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Panadero,,"2, 4, 17, 25, 41, 54",No,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza,1 mes
57,U-000078,2020-12-03,"('Venezuela', 'NINGUNA')","('Venezuela', 'NINGUNA')",Maturín,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Geólogo,3 meses,35 Y 31,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
58,U-000079,2020-12-04,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,,59. 57.17.,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
59,U-000080,2020-12-04,"('España', 'Galicia')","('España', 'Galicia')",Silleda,No estoy en ninguna de esas situaciones,Auxiliar,6 meses,"42, 15, 5 años",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
60,U-000081,2020-12-04,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,33-36,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
61,U-000082,2020-12-05,"('España', 'Andalucía')","('España', 'Andalucía')",Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,20 años,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
62,U-000083,2020-12-05,"('España', '28411')","('España', '28411')",Moralzarzal,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"36, 36, 15, 9, 5",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
63,U-000084,2020-12-05,"('España', '08232')","('España', '08232')",Viladecavalls,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pastelero,1 año,32 y 24,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
64,U-000085,2020-12-06,"('España', '48620')","('España', '48620')",Portugalete,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajo de campo,Más de 1 año,30,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes
65,U-000086,2020-12-06,"('España', 'Andalucía')","('España', 'Andalucía')",Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,3 meses,"24, 23",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
66,U-000087,2020-12-06,"('España', '41710')","('España', '41710')",Utrera,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,52 años,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
67,U-000088,2020-12-06,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Leganes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,23,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
68,U-000089,2020-12-06,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,6 meses,30-21,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
69,U-000091,2020-12-07,"('España', '30890')","('España', '30890')","Puerto Lumbreras, Murcia",No estoy en ninguna de esas situaciones,Logística de transportes,3 meses,"54,45,14,2",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
70,U-000092,2020-12-07,"('España', 'Illes Balears')","('España', 'Illes Balears')",MANACOR,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico Especialista,1 año,60,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
71,U-000093,2020-12-07,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,,"Yo 29 , 27 11,6 y 6",No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
72,U-000094,2020-12-07,"('México', 'NINGUNA')","('México', 'NINGUNA')",Guadalajara,? ?? ???????? ?? ? ????? ?? ???? ????????,?????,6 ???????,26-27,???,???,No,?? 300 ????,?????? ??????????,? ?????????,1 ?????
73,U-000095,2020-12-07,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",Buenos Aires,No estoy en ninguna de esas situaciones,Ingeniero,6 meses,35 y 3,No,No,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando
74,U-000098,2020-12-08,"('España', '11370')","('España', '11370')",Los Barrios,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,,"42,39,4",Si,Si,No,Hasta 300€,Segunda residencia,Indiferente,6 meses
75,U-000099,2020-12-09,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",San Sebastian de los Reyes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,"40,21,4,y 31 meses",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
76,U-000100,2020-12-09,"('España', 'Castilla-La Mancha')","('España', 'Castilla-La Mancha')",Talavera de la Reina,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,3 meses,51,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
77,U-000101,2020-12-09,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Recepcionista,,.,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
78,U-000102,2020-12-10,"('España', '08221')","('España', '08221')",Terrassa,No estoy en ninguna de esas situaciones,Periodista,1 año,60. 58. 43.31,No,No,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
79,U-000103,2020-12-10,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",Buenos Aires,No estoy en ninguna de esas situaciones,Administrativo,6 meses,3 39,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
80,U-000104,2020-12-10,"('España', 'Andalucía')","('España', 'Andalucía')",Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,43-43-8-5,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
81,U-000105,2020-12-10,"('España', 'Castilla-La Mancha')","('España', 'Castilla-La Mancha')",Cuenca,No estoy en ninguna de esas situaciones,Biólogo ambiental,6 meses,34,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
82,U-000106,2020-12-11,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Móstoles (Madrid),Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,71 y 66 años respectivamente.,Si,Si,No,Hasta 300€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando
83,U-000107,2020-12-11,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Coslada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,"35,39",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
84,U-000108,2020-12-11,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercio internacional,Más de 1 año,"39,34 y 2 meses",Si,Si,No,Más de 600€,Primera residencia,Sierra norte de Madrid,6 meses
85,U-000109,2020-12-12,"('España', 'Cantabria')","('España', 'Cantabria')",Carandía,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Freelance digital,3 meses,"yo, 23",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
86,U-000110,2020-12-13,"('España', 'Castilla y León')","('España', 'Castilla y León')",salamanca,No estoy en ninguna de esas situaciones,Limpieza,1 año,34 y 38,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
87,U-000111,2020-12-13,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')","Santa Rosa de Lima, Santa Rosa",No estoy en ninguna de esas situaciones,Maestro de Educación Primaria,3 meses,"27, 25, 24, 7, 4",No,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
88,U-000112,2020-12-13,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,3 meses,Sesenta 60,Si,No,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
89,U-000117,2020-12-14,"('España', 'Región de Murcia')","('España', 'Región de Murcia')",Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"56, 42, 26, 18, 13, 2",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
90,U-000119,2020-12-15,"('United Kingdom', 'NINGUNA')","('United Kingdom', 'NINGUNA')",Londres,No estoy en ninguna de esas situaciones,Profesor,,58,No,No,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
91,U-000120,2020-12-15,"('España', 'Aragón')","('España', 'Aragón')",Zaragoza,No estoy en ninguna de esas situaciones,Carnicero,,42 y 49,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
92,U-000122,2020-12-15,"('España', 'Castilla-La Mancha')","('España', 'Castilla-La Mancha')",Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,74 52 49,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes
93,U-000123,2020-12-16,"('España', 'Navarra - Nafarroa')","('España', 'Navarra - Nafarroa')",Bera de bidasoa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,,47,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
94,U-000124,2020-12-17,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"38,5 y 0",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
95,U-000125,2020-12-17,"('México', 'NINGUNA')","('México', 'NINGUNA')",Guadalajara,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,,"57, 28,24",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses
96,U-000126,2020-12-17,"('España', '08389')","('España', '08389')",palafolls,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,Más de 1 año,34,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
97,U-000127,2020-12-17,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Jubilado,,-,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
98,U-000128,2020-12-17,España,Valencia,puerto de sagunto (valencia),No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,47-40-39-10-9,No,No,No,Hasta 300€,Primera residencia,Pueblos de Soria,6 meses
99,U-000129,2020-12-17,"('France', 'NINGUNA')","('France', 'NINGUNA')",Tolosa,No estoy en ninguna de esas situaciones,Sanitario,3 meses,1027,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
100,U-000132,2020-12-19,"('España', '43001')","('España', '43001')",Tarragona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,Más de 1 año,25,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,1 mes
101,U-000133,2020-12-19,"('Colombia', 'NINGUNA')","('Colombia', 'NINGUNA')",Ibague,No estoy en ninguna de esas situaciones,Auxiliar,3 meses,38 y 14,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
102,U-000134,2020-12-21,"('España', '45910')","('España', '45910')",Escalona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empleado del hogar,3 meses,21 23,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
103,U-000135,2020-12-21,"('España', 'Euskadi')","('España', 'Euskadi')",Vitoria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dietista/ Nutricionista,Más de 1 año,bebé de 12 meses y pareja de 45 anyos y 44,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
104,U-000136,2020-12-22,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,"4 AÑOS, GEMELAS",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
105,U-000137,2020-12-22,"('España', '07687')","('España', '07687')",S'illot,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,,24 20,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
