,id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo
4840,U-005470,2021-09-18,España,Madrid,San Sebastián De Los Reyes,No estoy en ninguna de esas situaciones,Limpieza,Más de 1 año,30/11,No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
4841,U-005471,2021-09-19,Latino América,Ninguna,Tapalque,No estoy en ninguna de esas situaciones,Otro,1 año,"48,43,22,19,14,10 y 5",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
4842,U-005472,2021-09-19,España,Madrid,Colladovillalba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,"50,38,6,5,4",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
4843,U-005473,2021-09-19,España,Murcia,El Palmar o lugar de don Juan,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"35, 34",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
4844,U-005475,2021-09-19,España,Madrid,Alcobendas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,,37,No,No,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
4845,U-005476,2021-09-19,España,Madrid,Parla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,49. 48. 21. 12,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses
4846,U-005477,2021-09-19,España,Vizcaya,Baracaldo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carpintero Aluminio,1 año,"1,3,30,33",Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Palencia,Aún me lo estoy pensando
4847,U-005478,2021-09-19,Latino América,Ninguna,CUA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,58 Y 52,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes
4848,U-005479,2021-09-19,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,,48 y 47,Si,Si,No,Hasta 300€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando
4849,U-005480,2021-09-19,España,Baleares,Ibiza Baleares,No estoy en ninguna de esas situaciones,Limpieza,3 meses,"8, 8, 12",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Jaén,6 meses
4850,U-005481,2021-09-20,España,Las Palmas,Las Palmas de Gran Canaria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,1 año,46 43 5 y 3,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes
4851,U-005482,2021-09-20,España,Barcelona,Mataró,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carpintero Aluminio,6 meses,42-39,Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,6 meses
4852,U-005483,2021-09-20,España,Ciudad Real,Tomelloso,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercio internacional,3 meses,"25, 28, 1",No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4853,U-005484,2021-09-20,España,Burgos,Avellanosa dé Rioja,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empleado del hogar,3 meses,10 y 7,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
4854,U-005485,2021-09-20,España,Lérida,Artesa De Segre,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,9,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,6 meses
4855,U-005486,2021-09-20,España,Madrid,El Alamo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Psicólogo,1 año,entre 55 y 60,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
4856,U-005487,2021-09-20,España,Santa Cruz de Tenerife,Cabo Blanco,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,"34, 33 y 14",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
4857,U-005489,2021-09-20,España,Santa Cruz de Tenerife,San Miguel de Abona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,3 meses,33/13,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Segovia,Aún me lo estoy pensando
4858,U-005491,2021-09-20,España,Santa Cruz de Tenerife,Santa Cruz de la Palma,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"22, 10, 7",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
4859,U-005492,2021-09-20,España,Valencia,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,41;38;18;10;6;4;1,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4860,U-005493,2021-09-20,España,Tarragona,Aldea,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,3 meses,"43, 35",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
4861,U-005494,2021-09-20,Latino América,Ninguna,santo domingo,No estoy en ninguna de esas situaciones,Atención al cliente,1 año,"50,34,16,15,6",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
4862,U-005495,2021-09-20,España,Barcelona,badalona,No estoy en ninguna de esas situaciones,Ganadero,,20,No,No,No,Hasta 300€,Primera residencia,Pueblos de Jaén,1 mes
4863,U-005496,2021-09-20,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Industrial,,54,Si,Si,No,Más de 600€,Segunda residencia,Pueblos de Segovia,1 mes
4864,U-005497,2021-09-21,España,Valencia,MANISES,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,"32, 31",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
4865,U-005498,2021-09-21,España,Alicante,Torrevieja,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,35 y 42,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4866,U-005499,2021-09-21,España,Madrid,Parla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,45,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4867,U-005500,2021-09-21,España,Las Palmas,Arrecife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,1 año,"27, 26, 20",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
4868,U-005501,2021-09-21,España,Barcelona,Rubí,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,Más de 1 año,31 y 32,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
4869,U-005502,2021-09-21,Latino América,Ninguna,"Jagüey Grande, Matanzas",No estoy en ninguna de esas situaciones,Informático,,"36,28,25,14,5",No,No,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
4870,U-005503,2021-09-21,España,Madrid,Alcobendas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fontanero,3 meses,0,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4871,U-005504,2021-09-21,Latino América,Ninguna,Pilar,No estoy en ninguna de esas situaciones,Hostelero,1 año,Mi edad 49 mi pareja 50 nuestros hijos 16 y 14,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
4872,U-005505,2021-09-21,Latino América,Ninguna,mercedes bs aires aregentina,No estoy en ninguna de esas situaciones,Administrativo,1 año,33/31/9/6,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4873,U-005506,2021-09-21,España,Santa Cruz de Tenerife,PUERTO DE LA CRUZ,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,3 meses,"34,34,17,2",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
4874,U-005507,2021-09-21,Latino América,Ninguna,Managua,No estoy en ninguna de esas situaciones,Ingeniero Industrial,3 meses,37 / 6 / 4,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
4875,U-005508,2021-09-21,España,Madrid,madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Policia,Más de 1 año,1,Si,Si,No,Más de 600€,Primera residencia,Indiferente,1 mes
4876,U-005509,2021-09-21,España,Las Palmas,las Palmas de gran Canaria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Enfermero,6 meses,"40, 37",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
4877,U-005510,2021-09-22,Latino América,Ninguna,mar del plata,No estoy en ninguna de esas situaciones,Técnico,1 año,"24, 30",No,Si,No,Hasta 600€,Primera residencia,Indiferente,6 meses
4878,U-005511,2021-09-22,Latino América,Ninguna,Bogota,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,"34, 20",No,No,Si,Hasta 300€,Primera residencia,Indiferente,3 meses
4879,U-005512,2021-09-22,Latino América,Ninguna,Bogotá,No estoy en ninguna de esas situaciones,Informático,3 meses,39,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
4880,U-005513,2021-09-22,España,Murcia,Cartagena,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,42,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
4881,U-005514,2021-09-22,España,Barcelona,Badalona,No estoy en ninguna de esas situaciones,Auxiliar,6 meses,15 años y yoi 46,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
4882,U-005515,2021-09-22,España,Murcia,Molina de Segura,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"43, y 8 años",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
4883,U-005516,2021-09-22,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,6 meses,36,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
4884,U-005517,2021-09-22,España,Madrid,Miraflores de La Sierra,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,6 meses,50,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses
4885,U-005520,2021-09-22,España,Barcelona,tordera,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,Más de 1 año,55 .54,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
4886,U-005522,2021-09-22,España,Alicante,Elche,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Técnico Agrícola,3 meses,"46, 19",No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
4887,U-005523,2021-09-22,España,Alicante,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,3 meses,28 7,Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Segovia,6 meses
4888,U-005525,2021-09-23,España,Madrid,ARANJUEZ,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,6 meses,44 Y 43,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4889,U-005527,2021-09-23,Otro,Ninguna,Necochea,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,36-26-3-1,No,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,3 meses
4890,U-005528,2021-09-23,España,Murcia,Cartagena,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,0,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,Aún me lo estoy pensando
4891,U-005529,2021-09-23,España,Almería,El Ejido,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,16,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
4892,U-005530,2021-09-23,España,Zaragoza,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,6 meses,28 y 30,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
4893,U-005531,2021-09-23,España,Murcia,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Consultor,,42 y dos niños de 9 anos,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
4894,U-005532,2021-09-24,España,Cádiz,Algeciras,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,3 meses,55,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4895,U-005533,2021-09-24,España,Sevilla,Utrera,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,,30 y 26.,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
4896,U-005534,2021-09-24,España,Baleares,Palma,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,6 meses,"28, 12 , 1",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
4897,U-005535,2021-09-24,España,Albacete,Albacete,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,,2 años,No,No,No,Hasta 450€,Primera residencia,Indiferente,3 meses
4898,U-005536,2021-09-25,España,Cuenca,Cuenca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,3 meses,22,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses
4899,U-005537,2021-09-25,Latino América,Ninguna,Buenos Aires,No estoy en ninguna de esas situaciones,Informático,3 meses,"41, 8",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
4900,U-005538,2021-09-25,España,Zaragoza,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,6 meses,"16,6",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses
4901,U-005539,2021-09-25,España,Alicante,Aspe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,,29,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
4902,U-005540,2021-09-25,España,Granada,Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Contable,1 año,30,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses
4903,U-005541,2021-09-25,España,Sevilla,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Periodista,Más de 1 año,52; 21,No,No,No,Hasta 450€,Primera residencia,Indiferente,6 meses
4904,U-005542,2021-09-25,España,Santa Cruz de Tenerife,Tigalate la palma,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,26 26 1,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Cuenca,6 meses
4905,U-005543,2021-09-25,Resto de Europa (dentro de UE),Ninguna,Arnhem,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,3 meses,25/20,No,No,Si,Hasta 600€,Primera residencia,Pueblos de Cuenca,Aún me lo estoy pensando
4906,U-005544,2021-09-25,España,Cuenca,Alcahozo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,0,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
4907,U-005545,2021-09-26,Latino América,Ninguna,Pereira,No estoy en ninguna de esas situaciones,Abogado,3 meses,29,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
4908,U-005546,2021-09-26,España,Almería,Almeria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Seguridad,3 meses,"45, 20, 2, 0",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses
4909,U-005547,2021-09-26,España,La Rioja,ALFARO,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,3 meses,32,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando
4910,U-005549,2021-09-26,España,Madrid,Paracuellos de Jarama,No estoy en ninguna de esas situaciones,Atención al cliente,1 año,47- 16- 13,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
4911,U-005550,2021-09-26,España,Sevilla,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peón,,"37,14,6,8meses",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
4912,U-005551,2021-09-26,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,Más de 1 año,"37, 37,15,11",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
4913,U-005552,2021-09-26,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Graduado social,,31,No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
4914,U-005553,2021-09-26,España,Alicante,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,23,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
4915,U-005554,2021-09-26,España,Granada,Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,24,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Palencia,3 meses
4916,U-005555,2021-09-27,España,Santa Cruz de Tenerife,Valverde El Hierro,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,1 año,8 y 5,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
4917,U-005556,2021-09-27,España,Valencia,Alginet,No estoy en ninguna de esas situaciones,Otro,3 meses,65,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,1 mes
4918,U-005557,2021-09-27,España,Málaga,Mijas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,"44,39,6,3",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes
4919,U-005558,2021-09-27,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Coordinador,Más de 1 año,"54, 48",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
4920,U-005559,2021-09-27,Latino América,Ninguna,Querétaro,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"50, 45, 12, 10, 8",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
4921,U-005560,2021-09-27,España,Valencia,Betera,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,3 meses,58,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
4922,U-005561,2021-09-27,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,3 meses,30 años ambos,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
4923,U-005562,2021-09-27,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,,54 - 54,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
4924,U-005563,2021-09-27,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,31 21 10meses,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
4925,U-005564,2021-09-27,España,Asturias,Gijón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,3 meses,37 años y. 8 meses. De nacida,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
4926,U-005565,2021-09-27,España,Granada,Purchil,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,3 meses,"32,31,9 y 1",Si,Si,No,Hasta 300€,Segunda residencia,Indiferente,3 meses
4927,U-005566,2021-09-27,Latino América,Ninguna,Buenos Aires,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,6 meses,55-44-15-13-8,Si,Si,Si,Más de 600€,Primera residencia,Indiferente,Aún me lo estoy pensando
4928,U-005568,2021-09-27,España,Girona,Figueres,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,"28, 24",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
4929,U-005569,2021-09-27,Latino América,Ninguna,Tafí Viejo - Tucuman,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,44-42-12-10-6,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses
4930,U-005570,2021-09-27,España,Madrid,Móstoles,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,,24 y 25,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
4931,U-005571,2021-09-28,España,Badajoz,la lapa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,"30,13,8",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
4932,U-005572,2021-09-28,España,Madrid,San Sebastián De Los Reyes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,,2 años y 35 años,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
4933,U-005573,2021-09-28,España,Granada,Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Graduado social,1 año,-,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
4934,U-005574,2021-09-28,Latino América,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,"42, 35, 16, 9 y 2",No,No,No,Hasta 450€,Primera residencia,Pueblos de Burgos,1 mes
4935,U-005575,2021-09-28,España,Madrid,La Cabrera,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,55,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
4936,U-005576,2021-09-28,Latino América,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,3 meses,"32, 31, 13",No,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
4937,U-005577,2021-09-28,España,Madrid,Meco,No estoy en ninguna de esas situaciones,Ingeniero,3 meses,35,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses
4938,U-005578,2021-09-28,España,Madrid,Rivas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,1 año,"34, 24, 1, 0",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
4939,U-005579,2021-09-28,Latino América,Ninguna,Santiago de Cuba,No estoy en ninguna de esas situaciones,Médico Especialista,6 meses,32; 27; 26; 13; 6,No,No,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
4940,U-005580,2021-09-28,Latino América,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Recursos Humanos,Más de 1 año,58 y 48,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses
4941,U-005581,2021-09-28,España,Cádiz,Algeciras,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,,"39 años, 36 años, 16 años y 1 año",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
4942,U-005582,2021-09-28,España,Las Palmas,Puerto Del Rosario,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Seguridad,3 meses,23,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
4943,U-005583,2021-09-28,Latino América,Ninguna,colombia bogota,No estoy en ninguna de esas situaciones,Farmacéutico,6 meses,23 años mi pareja 4 años mi hija y 25 años yo,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4944,U-005584,2021-09-28,España,Albacete,Albacete,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,1 año,39,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
4945,U-005585,2021-09-28,España,Córdoba,Montoro,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,"25, 6, 3",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
4946,U-005586,2021-09-28,España,Palencia,Palencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Gestor cultural,1 año,32-24,Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Palencia,1 mes
4947,U-005587,2021-09-28,Otro,Ninguna,Alhucemas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,Más de 1 año,"53, 34, 6",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4948,U-005588,2021-09-28,España,Murcia,Murcia capital,No estoy en ninguna de esas situaciones,Empleado del hogar,3 meses,19_16_5 años,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
4949,U-005590,2021-09-28,Resto de Europa (dentro de UE),Ninguna,München,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,,marido 22/11/1973  Mujer 13/05/1977 . Hijo chico 13/02/2013,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Jaén,1 mes
4950,U-005591,2021-09-29,España,Cádiz,Algeciras,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,3 meses,44 14 12 8,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
4951,U-005592,2021-09-29,España,Zaragoza,ZARAGOZA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,,37,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
4952,U-005593,2021-09-29,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Enfermera responsable de cuidados generales,,55. 42. 33.  8,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4953,U-005594,2021-09-29,Latino América,Ninguna,Caracas,No estoy en ninguna de esas situaciones,Abogado,3 meses,"42, 16",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
4954,U-005595,2021-09-29,Latino América,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,1 año,58 y 48,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
4955,U-005596,2021-09-29,España,Valencia,turis/valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,,42 31 22 12,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
4956,U-005597,2021-09-29,España,Soria,Castilla y león,No estoy en ninguna de esas situaciones,Camarero,1 año,39- 33,No,No,No,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
4957,U-005598,2021-09-29,España,Las Palmas,Las palmas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,3 meses,Dos menores de edad 6 y 11,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
4958,U-005599,2021-09-29,Resto de Europa (dentro de UE),Ninguna,Antwerpen,No estoy en ninguna de esas situaciones,Limpieza,,"5,11,37,47,63,65",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
4959,U-005600,2021-09-29,Latino América,Ninguna,Ciudad de México,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,3 meses,"42 años, 38 años, 3 años",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses
4960,U-005601,2021-09-29,España,Gipuzkoa,Irún,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,Más de 1 año,38 34,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
4961,U-005603,2021-09-29,Otro,Ninguna,Orlando,No estoy en ninguna de esas situaciones,Enfermera responsable de cuidados generales,1 año,20,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
4962,U-005605,2021-09-29,Resto de Europa (dentro de UE),Ninguna,Sant6,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,44 - 15,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
