,id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,Otros,nan_filas
8528,U-009261,2022-07-11,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero de Telecomunicación.,Más de 1 año,"65,18",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0
8529,U-009262,2022-07-11,Latino América,Ninguna,ROSARIO,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,Más de 1 año,"48,46,18,16,9",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,5,0,1,0,0,0,0
8530,U-009263,2022-07-11,Latino América,Ninguna,Santiago de Cali,No estoy en ninguna de esas situaciones,Profesor,1 año,"42,16,13,10,8",No,Si,No,Hasta 450€,Primera residencia,"Indiferente, menos de 150km de Madrid",6 meses,5,0,0,0,0,0,0
8531,U-009264,2022-07-12,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"2,10,31,32,67,25",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,6,0,0,0,0,0,1
8532,U-009265,2022-07-12,Latino América,Ninguna,San Cristóbal,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,1 año,52,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
8533,U-009266,2022-07-12,Latino América,Ninguna,Bogota,No estoy en ninguna de esas situaciones,Comercial,3 meses,"3,24,25",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0
8534,U-009267,2022-07-12,Latino América,Ninguna,Puerto Ordaz,No estoy en ninguna de esas situaciones,Diseñador grafico,3 meses,"44,19,24",No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0
8535,U-009268,2022-07-12,Latino América,Ninguna,CORDOBA CAPITAL,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,Más de 1 año,"48,47,16",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,3,1,0,0,0,0,0
8536,U-009269,2022-07-12,Latino América,Ninguna,leon,No estoy en ninguna de esas situaciones,Psicólogo,6 meses,"12,10,7",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0
8537,U-009270,2022-07-12,España,Almería,Almería,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,6 meses,"45,42,38,25,19,19,5,2,1",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,9,0,0,0,0,0,0
8538,U-009271,2022-07-12,España,Zaragoza,Daroca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pastelero,Más de 1 año,"44,38,18,16,13,11,3",Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Cuenca,1 mes,7,1,0,0,0,0,0
8539,U-009272,2022-07-12,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mantenimiento,,"38,32,2",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,1
8540,U-009273,2022-07-12,España,Valencia,Valencia,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,"38,17,7",No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0
8541,U-009274,2022-07-12,Latino América,Ninguna,Cordoba Argentina,No estoy en ninguna de esas situaciones,Comercial,6 meses,"35,26",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
8542,U-009275,2022-07-12,Latino América,Ninguna,Cagua,No estoy en ninguna de esas situaciones,Ingeniero Técnico Agrícola,3 meses,"37,37,5",No,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,0,1,0,0
8543,U-009276,2022-07-12,Latino América,Ninguna,lima,No estoy en ninguna de esas situaciones,Atención al cliente,Más de 1 año,34,No,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,3 meses,1,0,0,0,0,0,0
8544,U-009277,2022-07-13,Otro,Ninguna,Barquisimeto Lara,No estoy en ninguna de esas situaciones,Maestro de Educación Primaria,6 meses,"65,4",Si,Si,Si,Hasta 450€,Primera residencia,"Indiferente, menos de 150km de Madrid",Aún me lo estoy pensando,2,1,0,0,0,0,0
8545,U-009278,2022-07-13,Otro,Ninguna,Paredes de Nava,No estoy en ninguna de esas situaciones,Carnicero,,"46,33,9,5,3,1",Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Palencia,6 meses,6,0,0,0,0,0,1
8546,U-009279,2022-07-13,Latino América,Ninguna,Santa Fe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Técnico Agrícola,6 meses,"41,10",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,1 mes,2,0,0,0,1,0,0
8547,U-009280,2022-07-13,España,Madrid,Valdemoro,No estoy en ninguna de esas situaciones,Cocinero,3 meses,"1,4,27,32,31,33",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,6,1,0,0,0,0,0
8548,U-009281,2022-07-13,Latino América,Ninguna,Canelones,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peón,3 meses,"32,28,9",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,3,0,0,0,0,0,0
8549,U-009282,2022-07-13,España,Pontevedra,Vigo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Estudiante,3 meses,23,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,0
8550,U-009283,2022-07-13,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,,29,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,1
8551,U-009284,2022-07-13,España,Murcia,Beniel,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,"42,13",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0
8552,U-009285,2022-07-13,España,Málaga,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,1 año,"32,12,6",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,0
8553,U-009286,2022-07-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mantenimiento,6 meses,"49,46",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
8554,U-009287,2022-07-13,España,Girona,Gerona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,Más de 1 año,"6,13,16",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,1,0,0,0
8555,U-009288,2022-07-13,España,Vizcaya,Bilbao,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Enfermera responsable de cuidados generales,3 meses,"41,36,6,1",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0
8556,U-009289,2022-07-13,España,Barcelona,Sitges,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,,"62,57,27",Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,1
8557,U-009290,2022-07-13,Latino América,Ninguna,Los Teques,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,3 meses,"42,14,5",No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,1,0,0,0,0
8558,U-009291,2022-07-13,España,Santa Cruz de Tenerife,LOS LLANOS DE ARIDANE,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,20,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,1
8559,U-009292,2022-07-13,Latino América,Ninguna,monterrey,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Industrial,Más de 1 año,"70,47,18",No,No,No,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,1,0,0,0,0
8560,U-009293,2022-07-13,España,Alicante,Denia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,,22,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,1,0,0,0,0,1
8561,U-009294,2022-07-13,Latino América,Ninguna,Rosario,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,6 meses,"42,13,11,4",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,0,0,1,0,0,0
8562,U-009295,2022-07-14,Latino América,Ninguna,Formosa,No estoy en ninguna de esas situaciones,Panadero,Más de 1 año,"10,11,29,34",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0
8563,U-009296,2022-07-14,Latino América,Ninguna,San Martin,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,6 meses,"30,9",No,Si,Si,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,1,0,0,0,0,0
8564,U-009297,2022-07-14,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"37,18",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0
8565,U-009298,2022-07-14,España,Valencia,La pobla de vallbona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,Más de 1 año,"54,20",No,No,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando,2,0,0,0,0,0,0
8566,U-009299,2022-07-14,España,Toledo,Camarena,No estoy en ninguna de esas situaciones,Otro,,"40,38,14,4",No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,0,1
8567,U-009300,2022-07-14,España,Madrid,Alcalá de Henares,No estoy en ninguna de esas situaciones,Otro,Más de 1 año,"40,37,1,4",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,4,0,0,0,0,0,0
8568,U-009301,2022-07-14,España,Girona,Gerona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,6 meses,"3,6,14,16,60,40,36",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,7,1,0,0,0,0,0
8569,U-009302,2022-07-14,España,Madrid,Pinilla del Valle,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,62,Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,1
8570,U-009303,2022-07-14,España,Cantabria,Laredo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,Más de 1 año,54,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zamora,6 meses,1,0,0,0,0,0,0
8571,U-009304,2022-07-14,España,Tarragona,Salou,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,"50,38,11,7,3",No,No,No,Hasta 450€,Primera residencia,Indiferente,1 mes,5,1,0,0,0,0,1
8572,U-009305,2022-07-14,España,Alicante,San Vicente del raspeig,No estoy en ninguna de esas situaciones,Cocinero,1 año,"36,31,12,7",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0
8573,U-009306,2022-07-14,Latino América,Ninguna,Alta Gracia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,45,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0
8574,U-009307,2022-07-14,España,Madrid,Alcobendas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,,"3,65",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,1,0,0,1
8575,U-009308,2022-07-15,Latino América,Ninguna,Guantanamo,No estoy en ninguna de esas situaciones,Médico,Más de 1 año,"60,40",Si,Si,No,Hasta 450€,Primera residencia,"Indiferente, menos de 150km de Madrid",6 meses,2,0,0,0,0,0,0
8576,U-009309,2022-07-15,Latino América,Ninguna,"Florida, Camagüey, Cuba",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,Más de 1 año,"54,26,19",No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,1,0,0
8577,U-009310,2022-07-15,España,Madrid,Barrio San Fermín,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,3 meses,"60,58,47,18",No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,4,0,0,0,0,0,0
8578,U-009311,2022-07-15,España,Alicante,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Soldador,Más de 1 año,"35,37,58",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,3,0,0,0,0,0,0
8579,U-009312,2022-07-15,España,Málaga,Villanueva de Tapia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,Más de 1 año,56,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0
8580,U-009313,2022-07-15,España,Cádiz,Algeciras,No estoy en ninguna de esas situaciones,Militar,6 meses,0,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,0
8581,U-009314,2022-07-15,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,,"54,53,25",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,1
8582,U-009315,2022-07-15,Latino América,Ninguna,San Gil,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,6 meses,"47,38",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,1,0,0,0
8583,U-009316,2022-07-15,España,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No estoy en ninguna de esas situaciones,Otro,6 meses,"44,41,6",Si,Si,No,Hasta 300€,Primera residencia,"Indiferente, menos de 150km de Madrid",Aún me lo estoy pensando,3,0,0,0,0,0,0
8584,U-009317,2022-07-15,España,Castellón,Castellon de la Plana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,"49,55",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,3 meses,2,1,0,0,0,0,0
8585,U-009318,2022-07-15,España,Murcia,Cartagena,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,"49,15,11,9,6,3",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,6,0,0,1,0,0,0
8586,U-009319,2022-07-15,Latino América,Ninguna,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,"49,44,21,15,4",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,5,0,0,0,0,0,0
8587,U-009320,2022-07-15,España,Barcelona,Terrassa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,"31,29",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,1,0,0,0,0,0
8588,U-009321,2022-07-16,Latino América,Ninguna,Villa Carlos Paz,No estoy en ninguna de esas situaciones,Comercial,,"48,19,17,10",Si,Si,No,Hasta 450€,Primera residencia,"Indiferente, menos de 150km de Madrid",6 meses,4,1,0,0,0,0,1
8589,U-009322,2022-07-16,Resto de Europa (dentro de UE),Ninguna,GRENOBLE,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,Más de 1 año,54,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,1,0,0
8590,U-009323,2022-07-16,España,Granada,Huetor tajar,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Apicultor,3 meses,"31,27,6",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,3 meses,3,0,0,0,1,0,0
8591,U-009324,2022-07-16,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Cocinero,3 meses,0,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,0
8592,U-009325,2022-07-16,España,Córdoba,Pozoblanco,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Asesor,,"28,25,3,1",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,4,1,0,0,0,0,1
8593,U-009326,2022-07-16,España,Las Palmas,Las Palmas de Gran Canaria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,22,No,No,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0
8594,U-009327,2022-07-16,España,Gipuzkoa,Anoeta,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,,"38,41,11,3",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes,4,0,0,1,0,0,1
8595,U-009328,2022-07-16,Latino América,Ninguna,Buenos Aires,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,6 meses,"32,10",No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0
8596,U-009329,2022-07-16,Latino América,Ninguna,Rosario,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,Más de 1 año,"35,39",No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0
8597,U-009330,2022-07-17,España,Málaga,Vélez Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,6 meses,"56,48,18",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,3,1,0,0,0,0,0
8598,U-009331,2022-07-17,España,Valladolid,Arroyo de la Encomienda,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"3,36",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0
8599,U-009332,2022-07-17,Latino América,Ninguna,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,31,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0
8600,U-009333,2022-07-17,España,Sevilla,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,Más de 1 año,"68,66,45,44,14,12,11,4,2",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,9,1,0,0,0,0,0
8601,U-009334,2022-07-17,España,Cáceres,Navalmoral de la mata,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,"30,24,1",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,3,0,0,0,0,0,0
8602,U-009335,2022-07-17,España,Madrid,leganes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"41,37,11,8",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,0,0,0,0,0,1
8603,U-009336,2022-07-17,España,Córdoba,Cabra,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,,"45,28,10",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,0,0,0,1
8604,U-009337,2022-07-17,Latino América,Ninguna,Colombia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,6 meses,"82,62,59,34,30,9",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,6,0,0,0,0,0,0
8605,U-009338,2022-07-17,Latino América,Ninguna,Bogotá Colombia,No estoy en ninguna de esas situaciones,Administrativo,6 meses,"55,47",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0
8606,U-009339,2022-07-17,España,Madrid,Parla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,Más de 1 año,"34,41",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,1,0,0,0,0,0
8607,U-009340,2022-07-17,España,Madrid,Arganda del Rey,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,"7,9,14,30,34",No,No,Si,Hasta 600€,Primera residencia,Pueblos de Cuenca,3 meses,5,1,0,0,0,0,0
8608,U-009341,2022-07-18,Latino América,Ninguna,Medellin,No estoy en ninguna de esas situaciones,Carpintero Aluminio,3 meses,"33,19,13,7",No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,1,0,0,0
8609,U-009342,2022-07-18,Latino América,Ninguna,"las coloradas, neuquen, argentina",No estoy en ninguna de esas situaciones,Diseñador grafico,6 meses,55,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
8610,U-009343,2022-07-18,España,Zaragoza,Cuarte de Huerva,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Encargado,,"44,34,6,3",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando,4,0,0,0,0,0,1
8611,U-009344,2022-07-18,Latino América,Ninguna,Concordia antioquia,No estoy en ninguna de esas situaciones,Trabajo de campo,3 meses,33,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,1,0,0,0,0,1,0
8612,U-009345,2022-07-18,España,Castellón,Castellón de la Plana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,Más de 1 año,0,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses,1,0,0,0,0,1,0
8613,U-009346,2022-07-18,Latino América,Ninguna,Tres Cantos,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,3 meses,8,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0
8614,U-009347,2022-07-18,España,Madrid,MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,,29,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,1,0,0,0,0,1
8615,U-009348,2022-07-18,España,Teruel,Camarillas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,6 meses,27,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes,1,0,0,0,1,0,0
8616,U-009349,2022-07-18,Latino América,Ninguna,LOS ANTIGUOS,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,"48,51",No,Si,Si,Más de 600€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0
8617,U-009351,2022-07-18,España,Santa Cruz de Tenerife,Santa cruz de tenerife,No estoy en ninguna de esas situaciones,Cocinero,,0,No,No,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,1,0,0,0,0,1
8618,U-009352,2022-07-18,España,Barcelona,Barcelona,No estoy en ninguna de esas situaciones,Esteticista,3 meses,25,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,6 meses,1,1,0,0,0,0,0
8619,U-009353,2022-07-18,España,Valencia,Valencia,No estoy en ninguna de esas situaciones,Profesor,3 meses,41,Si,Si,Si,Hasta 600€,Segunda residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0
8620,U-009354,2022-07-19,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,,"80,65,41,40,2,5",Si,Si,Si,Hasta 300€,Primera residencia,"Indiferente, menos de 150km de Madrid",Aún me lo estoy pensando,6,0,0,0,0,0,1
8621,U-009355,2022-07-19,Latino América,Ninguna,Las Heras,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"40,1",No,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,0,0,0,0,0,1
8622,U-009356,2022-07-19,Latino América,Ninguna,"Localidad de San Justo, Provincia de Buenos Aires, Argentina.",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,3 meses,35,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes,1,0,1,0,0,0,0
8623,U-009357,2022-07-19,España,Valencia,Valencia,No estoy en ninguna de esas situaciones,Dependiente,Más de 1 año,"33,7",No,No,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,1,0,0,0,0,0
8624,U-009358,2022-07-19,Latino América,Ninguna,Montevideo uruguay,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,"10,16",No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0
8625,U-009359,2022-07-19,España,Valencia,Torrente,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"42,44,6",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Cuenca,6 meses,3,1,0,0,0,0,0
8626,U-009360,2022-07-19,España,Alicante,Benidorm,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,1 año,"33,33,6,2",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,4,1,0,0,0,0,0
8627,U-009361,2022-07-19,Latino América,Ninguna,Cuenca,No estoy en ninguna de esas situaciones,Camarero,,"3,11,45,25",No,No,No,Hasta 300€,Primera residencia,Pueblos de Cuenca,1 mes,4,1,0,0,0,0,1
8628,U-009362,2022-07-19,Latino América,Ninguna,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Técnico Agrícola,3 meses,28,No,Si,No,Hasta 300€,Primera residencia,"Indiferente, menos de 150km de Madrid",3 meses,1,0,0,0,1,0,0
8629,U-009363,2022-07-19,Latino América,Ninguna,Rionegro,No estoy en ninguna de esas situaciones,Conductor,1 año,"48,45,11,8",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,4,1,0,0,0,0,0
8630,U-009364,2022-07-19,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Hostelero,3 meses,"60,19,17,12",No,No,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0
8631,U-009365,2022-07-20,España,Madrid,Parla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,,"50,26",Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Cuenca,6 meses,2,1,0,0,0,0,1
8632,U-009366,2022-07-20,España,Ninguna,Tegucigalpa,No estoy en ninguna de esas situaciones,Mantenimiento,1 año,"39,38,20,16,8",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,5,1,0,0,0,0,0
8633,U-009367,2022-07-20,España,Málaga,Marbella Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,3 meses,"1,29,43",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0
8634,U-009368,2022-07-20,España,Las Palmas,Yaiza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,"40,38,4,1",Si,Si,No,Más de 600€,Primera residencia,Indiferente,1 mes,4,0,0,0,0,0,0
8635,U-009369,2022-07-20,Latino América,Ninguna,Merlo - Buenos Aires - Argentina,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,6 meses,"37,32,7,4,2",No,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,5,0,0,0,0,0,0
