,id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,Otros,nan_filas
0,U-000002,2023-03-01,España,Cantabria,Santander,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,"30,24,2",No,Si,No,,,Indiferente,Aún me lo estoy pensando,3,0,0,0,0,0,3
1,U-000002,2020-10-26,España,Andalucía,Algeciras,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercio internacional,3 meses,"37,37",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,3 meses,2,0,0,0,0,0,0
2,U-000003,2020-10-26,España,Madrid,Colmenar Viejo (Madrid),Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,,"57,56",Si,Si,Si,Hasta 450€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,1,0,0,0,0,1
3,U-000006,2020-11-08,España,Madrid,San Fernando de Henares,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,,"38,38,8",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,3,0,0,0,0,0,1
4,U-000007,2020-11-11,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fotógrafo,6 meses,"41,31",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0
5,U-000008,2020-11-16,España,Valencia,Meliana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor educación especial,,"63,60",Si,Si,Si,Hasta 300€,Segunda residencia,Indiferente,Aún me lo estoy pensando,2,1,0,0,0,0,1
6,U-000009,2020-11-17,Latino América,Ninguna,La Habana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico de empresas y actividades turísticas,1 año,"48,35,4",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0
7,U-000011,2020-11-19,España,Madrid,Alcala De Henares,No estoy en ninguna de esas situaciones,Otro,Más de 1 año,"50,48,28,28,25,20,17,0",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,8,0,0,0,0,0,0
8,U-000014,2020-11-19,España,Madrid,Alcorcón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,,"46,45,8",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,1
9,U-000016,2020-11-20,España,Baleares,Palma De Mallorca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,"30,3",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
10,U-000017,2020-11-20,Otro,Ninguna,Armstrong,No estoy en ninguna de esas situaciones,Administrativo,6 meses,"45,42,3,3",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses,4,0,0,0,0,0,0
11,U-000018,2020-11-20,España,Madrid,Torrelodones,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,3 meses,48,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando,1,1,0,0,0,0,0
12,U-000020,2020-11-21,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Gestor cultural,6 meses,"46,3",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0
13,U-000021,2020-11-21,Otro,Ninguna,Moscù,No estoy en ninguna de esas situaciones,Albañil,1 año,"46,13",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,2,0,0,1,0,0,0
14,U-000022,2020-11-21,España,Navarra,Tudela,No estoy en ninguna de esas situaciones,Camarero,3 meses,"26,26",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
15,U-000023,2020-11-21,España,Comunitat Valenciana,Valencia,No estoy en ninguna de esas situaciones,Mozo almacén,Más de 1 año,"69,42",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,2,0,0,0,0,0,0
16,U-000024,2020-11-22,España,Pontevedra,Sanxenxo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,,"17,18",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,2,1,0,0,0,0,1
17,U-000026,2020-11-23,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Diseñador grafico,1 año,"38,39",Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Zaragoza,6 meses,2,1,0,0,0,0,0
18,U-000027,2020-11-23,España,Toledo,YUNCOS,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"42,40,7,4",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,0,0,0,0,0,1
19,U-000028,2020-11-23,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,"32,29",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0
20,U-000029,2020-11-23,Latino América,Ninguna,Guadalajara,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,Más de 1 año,"20,4",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,0,0,0,0,0,0
21,U-000030,2020-11-23,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0
22,U-000032,2020-11-24,España,Comunitat Valenciana,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Graduado social,,"41,25",No,No,No,Hasta 450€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,1
23,U-000036,2020-11-25,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,,"63,43,40,29,15,12",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,6,1,0,0,0,0,1
24,U-000040,2020-11-26,España,Alicante,Muro de Alcoi,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,47,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses,1,0,0,0,0,0,0
25,U-000041,2020-11-26,España,Madrid,madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"30,36",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,2,0,0,0,0,0,1
26,U-000044,2020-11-27,España,Canarias,Tacoronte,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,,"36,15,4",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,1,1
27,U-000045,2020-11-27,España,Andalucía,Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,3 meses,"48,32",No,No,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0
28,U-000047,2020-11-27,España,Barcelona,"Vic, Barcelona",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Artes visuales,3 meses,55,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,1,0,0,0,0,0,0
29,U-000048,2020-11-28,España,Aragón,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,Más de 1 año,40,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,1,0,0,0,0,0,0
30,U-000049,2020-11-28,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,39,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses,1,1,0,0,0,0,0
31,U-000050,2020-11-28,España,Barcelona,Premia de mar,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,6 meses,"39,35",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes,2,0,0,0,1,0,0
32,U-000051,2020-11-28,Latino América,Ninguna,Cordoba Capital,No estoy en ninguna de esas situaciones,Freelance digital,3 meses,24,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
33,U-000052,2020-11-28,España,Madrid,Coslada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,,"57,56",Si,Si,No,Hasta 450€,Segunda residencia,Indiferente,6 meses,2,0,0,0,0,1,1
34,U-000053,2020-11-28,España,Extremadura,Arroyomolinos,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,,0,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,1,0,0,0,0,1
35,U-000054,2020-11-29,España,Madrid,Fuenlabrada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,25,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0
36,U-000055,2020-11-29,España,Euskadi,Barakaldo (Bizkaia),Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,3 meses,31,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,6 meses,1,1,0,0,0,0,0
37,U-000056,2020-11-29,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Ingeniero,6 meses,"34,4",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,1,0,0,0,0
38,U-000057,2020-11-29,España,Madrid,HUMANES DE MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,"71,41,40,13,10,6",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,3 meses,6,0,0,0,0,0,0
39,U-000058,2020-11-29,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Gestor cultural,6 meses,"40,35",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,2,1,0,0,0,0,0
40,U-000059,2020-11-30,España,Madrid,Madrid Alcobendas,No estoy en ninguna de esas situaciones,Electricista,1 año,"32,31,10,6,1",Si,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,5,0,0,1,0,0,0
41,U-000060,2020-11-30,España,Madrid,Torrejon de ardoz!,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"24,18",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
42,U-000061,2020-11-30,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Esteticista,,"38,31,7",No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,3,1,0,0,0,0,1
43,U-000062,2020-11-30,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"35,28,7,2",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,1,0,0,0,0,0
44,U-000065,2020-11-30,España,Madrid,Comunidad de Madrid,No estoy en ninguna de esas situaciones,Administrativo,Más de 1 año,"42,10",No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0
45,U-000066,2020-11-30,España,Madrid,MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,,"2,38,46",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,1
46,U-000067,2020-11-30,España,Cataluña,Hospitalet de Llobregat,No estoy en ninguna de esas situaciones,Cocinero,1 año,32,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0
47,U-000068,2020-11-30,España,Madrid,ALAMEDA DEL VALLE,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,,"38,46,2",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,1
48,U-000069,2020-12-01,España,Madrid,Alameda del Valle,No estoy en ninguna de esas situaciones,Ingeniero,3 meses,"61,42,37,14,7,3,1",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,7,0,1,0,0,0,0
49,U-000070,2020-12-01,España,Comunitat Valenciana,Elche,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,"57,31",No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0
50,U-000071,2020-12-01,España,Castilla y León,Segovia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,53,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,1
51,U-000072,2020-12-01,España,Barcelona,Vilanova del Valles,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,,"57,47",Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,1
52,U-000073,2020-12-02,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Ingeniero,3 meses,"30,10",No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,1,0,0,0,0
53,U-000074,2020-12-02,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,3 meses,"47,37,15,5,4",No,No,No,Hasta 450€,Primera residencia,Pueblos de Soria,3 meses,5,0,0,0,0,0,0
54,U-000075,2020-12-02,España,Canarias,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,,32,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,1,0,0,0,1
55,U-000076,2020-12-02,Latino América,Ninguna,La Paz,No estoy en ninguna de esas situaciones,Cocinero,6 meses,"42,33,13,11,9",No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,5,1,0,0,0,0,0
56,U-000077,2020-12-03,España,Castilla y León,Palencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Panadero,,"2,4,17,25,41,54",No,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza,1 mes,6,0,0,0,0,0,1
57,U-000078,2020-12-03,Latino América,Ninguna,Maturín,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Geólogo,3 meses,"35,31",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,1,0
58,U-000079,2020-12-04,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,,"59,57,17",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,1,0,0,0,1
59,U-000080,2020-12-04,España,Galicia,Silleda,No estoy en ninguna de esas situaciones,Auxiliar,6 meses,"42,15,5",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,3,0,0,0,0,0,0
60,U-000081,2020-12-04,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"33,36",Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,0,0,0,0,0,1
61,U-000082,2020-12-05,España,Andalucía,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,20,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
62,U-000083,2020-12-05,España,Madrid,Moralzarzal,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"36,36,15,9,5",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,5,1,0,0,0,0,0
63,U-000084,2020-12-05,España,Barcelona,Viladecavalls,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pastelero,1 año,"32,24",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
64,U-000085,2020-12-06,España,Vizcaya,Portugalete,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajo de campo,Más de 1 año,30,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes,1,0,0,0,0,1,0
65,U-000086,2020-12-06,España,Andalucía,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,3 meses,"24,23",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
66,U-000087,2020-12-06,España,Sevilla,Utrera,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,52,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0
67,U-000088,2020-12-06,España,Madrid,Leganes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,23,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0
68,U-000089,2020-12-06,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,6 meses,"30,21",No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
69,U-000091,2020-12-07,España,Murcia,"Puerto Lumbreras, Murcia",No estoy en ninguna de esas situaciones,Logística de transportes,3 meses,"54,45,14,2",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,4,0,1,0,0,0,0
70,U-000092,2020-12-07,España,Baleares,MANACOR,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico Especialista,1 año,60,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
71,U-000093,2020-12-07,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,,"29,27,11,6,6",No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,5,0,0,1,0,0,1
72,U-000094,2020-12-07,Latino América,Ninguna,Guadalajara,No estoy en ninguna de esas situaciones,?????,6 meses,"26,27",Si,Si,No,Hasta 300€,Primera residencia,? ?????????,1 mes,2,0,0,0,0,1,0
73,U-000095,2020-12-07,Latino América,Ninguna,Buenos Aires,No estoy en ninguna de esas situaciones,Ingeniero,6 meses,"35,3",No,No,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,0,1,0,0,0,0
74,U-000098,2020-12-08,España,Cádiz,Los Barrios,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,,"42,39,4",Si,Si,No,Hasta 300€,Segunda residencia,Indiferente,6 meses,3,0,1,0,0,0,1
75,U-000099,2020-12-09,España,Madrid,San Sebastian de los Reyes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,"40,21,4,31",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,4,0,0,0,0,0,0
76,U-000100,2020-12-09,España,Castilla-La Mancha,Talavera de la Reina,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,3 meses,51,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0
77,U-000101,2020-12-09,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Recepcionista,,,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,1,0,0,0,0,1
78,U-000102,2020-12-10,España,Barcelona,Terrassa,No estoy en ninguna de esas situaciones,Periodista,1 año,"60,58,43,31",No,No,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0
79,U-000103,2020-12-10,Latino América,Ninguna,Buenos Aires,No estoy en ninguna de esas situaciones,Administrativo,6 meses,"3,39",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0
80,U-000104,2020-12-10,España,Andalucía,Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"43,43,8,5",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,0,0,0,0,0,0
81,U-000105,2020-12-10,España,Castilla-La Mancha,Cuenca,No estoy en ninguna de esas situaciones,Biólogo ambiental,6 meses,34,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0
82,U-000106,2020-12-11,España,Madrid,Móstoles (Madrid),Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"71,66",Si,Si,No,Hasta 300€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,0,0,0,0,0,1
83,U-000107,2020-12-11,España,Madrid,Coslada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,"35,39",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,0,0
84,U-000108,2020-12-11,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercio internacional,Más de 1 año,"39,34,2",Si,Si,No,Más de 600€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0
85,U-000109,2020-12-12,España,Cantabria,Carandía,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Freelance digital,3 meses,23,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,1,1,0,0,0,0,0
86,U-000110,2020-12-13,España,Castilla y León,salamanca,No estoy en ninguna de esas situaciones,Limpieza,1 año,"34,38",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0
87,U-000111,2020-12-13,Latino América,Ninguna,"Santa Rosa de Lima, Santa Rosa",No estoy en ninguna de esas situaciones,Maestro de Educación Primaria,3 meses,"27,25,24,7,4",No,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,5,1,0,0,0,0,0
88,U-000112,2020-12-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,3 meses,60,Si,No,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
89,U-000117,2020-12-14,España,Región de Murcia,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"56,42,26,18,13,2",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,6,0,0,0,0,0,0
90,U-000119,2020-12-15,Otro,Ninguna,Londres,No estoy en ninguna de esas situaciones,Profesor,,58,No,No,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,0,1
91,U-000120,2020-12-15,España,Aragón,Zaragoza,No estoy en ninguna de esas situaciones,Carnicero,,"42,49",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,2,0,0,0,0,0,1
92,U-000122,2020-12-15,España,Castilla-La Mancha,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,"74,52,49",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes,3,0,0,0,0,0,0
93,U-000123,2020-12-16,España,Navarra,Bera de bidasoa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,,47,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,1,0,0,1
94,U-000124,2020-12-17,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"38,5,0",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0
95,U-000125,2020-12-17,Latino América,Ninguna,Guadalajara,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,,"57,28,24",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses,3,1,0,0,0,0,1
96,U-000126,2020-12-17,España,Barcelona,palafolls,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,Más de 1 año,34,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,1,0,1,0,0,0,0
97,U-000127,2020-12-17,España,Comunitat Valenciana,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Jubilado,,,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,1
98,U-000128,2020-12-17,España,Valencia,puerto de sagunto (valencia),No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,"47,40,39,10,9",No,No,No,Hasta 300€,Primera residencia,Pueblos de Soria,6 meses,5,0,0,0,0,0,0
99,U-000129,2020-12-17,Resto de Europa (dentro de UE),Ninguna,Tolosa,No estoy en ninguna de esas situaciones,Sanitario,3 meses,1027,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,0,0
100,U-000132,2020-12-19,España,Tarragona,Tarragona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,Más de 1 año,25,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,1 mes,1,1,0,0,0,0,0
101,U-000133,2020-12-19,Latino América,Ninguna,Ibague,No estoy en ninguna de esas situaciones,Auxiliar,3 meses,"38,14",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,0,0
102,U-000134,2020-12-21,España,Toledo,Escalona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empleado del hogar,3 meses,"21,23",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
103,U-000135,2020-12-21,España,Euskadi,Vitoria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dietista/ Nutricionista,Más de 1 año,"12,45,44",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,3,1,0,0,0,0,0
104,U-000136,2020-12-22,España,Madrid,madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,4,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0
105,U-000137,2020-12-22,España,Baleares,S'illot,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,,"24,20",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,1
106,U-000138,2020-12-23,España,Barcelona,Mollet del Vallès,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,"31,12,10,7,2",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,1 mes,5,1,0,0,0,0,1
107,U-000139,2020-12-23,España,Tarragona,"Vendrell, El",No estoy en ninguna de esas situaciones,Informático,3 meses,"33,30,12",No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes,3,1,0,0,0,0,0
108,U-000140,2020-12-25,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,"38,27,5,2",Si,Si,No,Hasta 600€,Primera residencia,Indiferente,3 meses,4,1,0,0,0,0,0
109,U-000142,2020-12-26,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,57,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0
110,U-000143,2020-12-26,España,Comunitat Valenciana,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,,"59,55,19,16",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,4,1,0,0,0,0,1
111,U-000144,2020-12-26,España,Vizcaya,Elorrio,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,,"25,25,7,5",No,No,No,Hasta 300€,Primera residencia,Pueblos de Burgos,3 meses,4,0,0,0,0,0,1
