,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,predisposicion_pueblo_1 mes,predisposicion_pueblo_3 meses,predisposicion_pueblo_6 meses,predisposicion_pueblo_Aún me lo estoy pensando,year,month,day,pais_de_residencia_España,pais_de_residencia_Latino América,pais_de_residencia_Otro,pais_de_residencia_Resto de Europa (dentro de UE),prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana,situacion_en_espana_No estoy en ninguna de esas situaciones,situacion_en_espana_Tengo nacionalidad española / de un país de la UE / permiso de residencia,primera_segunda_vivienda_Primera residencia,primera_segunda_vivienda_Segunda residencia,zona_interes_Indiferente,"zona_interes_Indiferente, menos de 150km de Madrid",zona_interes_Navarra,zona_interes_Pueblos de Burgos,zona_interes_Pueblos de Cuenca,zona_interes_Pueblos de Galicia,zona_interes_Pueblos de Jaén,zona_interes_Pueblos de Palencia,zona_interes_Pueblos de Segovia,zona_interes_Pueblos de Soria,zona_interes_Pueblos de Zamora,zona_interes_Pueblos de Zaragoza,zona_interes_Pueblos de Zaragoza-Huesca,zona_interes_Sierra norte de Madrid
6135,3,1,1,1,1,2,0,0,1,0,0,0,0,1,0,2022,1,28,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6136,3,0,1,1,1,6,1,0,0,0,0,0,0,1,0,2022,1,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6137,3,1,1,0,2,3,0,1,0,0,0,0,0,1,0,2022,1,28,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6138,3,0,0,1,1,3,1,0,0,0,0,0,0,1,0,2022,1,28,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6139,12,1,1,0,1,2,1,0,0,0,0,1,0,0,0,2022,1,28,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6140,6,1,1,0,1,6,0,0,0,0,0,0,1,0,0,2022,1,28,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6142,14,1,1,0,1,3,0,0,0,0,0,1,0,0,0,2022,1,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6143,6,0,1,1,3,3,1,0,0,0,0,1,0,0,0,2022,1,28,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6145,12,0,0,0,3,5,0,0,0,0,0,0,0,1,0,2022,1,28,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6146,14,1,1,1,1,3,0,0,1,0,0,0,0,1,0,2022,1,28,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6147,3,0,1,1,1,3,1,0,0,0,0,0,1,0,0,2022,1,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6149,3,1,1,0,2,3,0,0,0,0,0,0,0,1,0,2022,1,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6150,3,0,1,1,1,5,0,0,0,0,0,0,0,1,0,2022,1,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6151,3,0,1,0,2,2,0,0,0,0,0,0,0,1,0,2022,1,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6152,14,1,1,1,1,3,0,0,0,0,1,1,0,0,0,2022,1,28,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6153,3,0,1,0,2,4,0,0,0,1,0,0,0,1,0,2022,1,28,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6154,3,0,0,0,1,5,1,0,0,0,0,0,0,0,1,2022,1,29,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6155,3,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2022,1,29,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6156,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,2022,1,29,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6157,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,2022,1,29,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6158,14,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2022,1,29,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6160,3,0,1,0,1,2,1,0,0,0,0,0,1,0,0,2022,1,29,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6161,3,0,1,0,1,4,0,0,0,1,0,1,0,0,0,2022,1,29,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6162,3,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2022,1,29,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6163,12,1,1,1,3,2,1,0,0,0,0,1,0,0,0,2022,1,29,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6165,6,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2022,1,29,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6167,6,0,1,1,2,1,1,0,0,0,0,0,0,0,1,2022,1,29,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6169,3,0,0,0,1,3,1,0,0,0,0,0,1,0,0,2022,1,29,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6170,12,1,1,1,3,2,1,0,0,0,0,0,1,0,0,2022,1,30,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6172,3,0,1,0,1,3,0,0,1,0,0,1,0,0,0,2022,1,30,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6174,3,1,1,1,2,2,0,0,0,0,0,0,0,1,0,2022,1,30,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6175,12,1,1,1,2,1,1,0,0,0,0,0,0,1,0,2022,1,30,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6176,3,0,1,0,1,4,1,0,0,0,0,0,1,0,0,2022,1,30,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6178,3,1,1,0,1,3,0,0,0,0,0,0,1,0,0,2022,1,30,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6179,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2022,1,30,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6180,3,1,1,0,1,4,1,0,0,0,0,0,0,1,0,2022,1,30,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6181,3,1,1,1,1,3,0,0,1,0,0,0,0,0,1,2022,1,30,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6182,14,1,1,1,1,4,1,0,0,0,0,1,0,0,0,2022,1,30,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6183,3,1,1,0,1,3,0,0,0,0,0,0,1,0,0,2022,1,30,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6184,3,1,1,0,1,4,1,0,0,0,0,1,0,0,0,2022,1,30,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6185,3,1,1,1,1,4,0,0,1,0,0,0,1,0,0,2022,1,30,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6186,14,1,1,0,3,2,1,0,0,0,0,1,0,0,0,2022,1,30,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6188,3,0,1,0,1,3,0,0,0,0,0,0,1,0,0,2022,1,31,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6189,3,1,1,0,1,3,0,0,0,0,0,0,0,1,0,2022,1,31,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6190,14,0,1,1,1,2,1,0,0,0,0,0,1,0,0,2022,1,31,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6194,12,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2022,1,31,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6195,3,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2022,1,31,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6196,3,1,1,0,1,2,1,0,0,0,0,0,1,0,0,2022,1,31,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6197,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,2022,1,31,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6198,3,0,1,0,1,3,0,0,1,0,0,1,0,0,0,2022,1,31,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6199,12,1,1,0,2,2,1,0,0,0,0,1,0,0,0,2022,1,31,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6200,3,1,1,0,2,4,1,0,0,0,0,0,0,0,1,2022,1,31,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6201,6,1,1,0,2,3,1,0,0,0,0,0,0,1,0,2022,1,31,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6203,12,0,0,0,2,3,0,0,0,0,0,0,0,0,1,2022,1,31,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6204,3,0,1,0,1,4,0,0,0,0,0,1,0,0,0,2022,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6206,14,0,0,0,2,3,0,0,0,0,0,0,0,1,0,2022,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6207,3,0,0,0,1,4,0,0,0,0,0,0,0,1,0,2022,2,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6208,6,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2022,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6209,3,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2022,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6210,3,1,1,0,1,3,1,0,0,0,0,1,0,0,0,2022,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6212,6,1,1,1,1,4,0,0,0,0,1,0,0,0,1,2022,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6213,6,0,0,0,1,4,0,0,0,0,0,0,0,1,0,2022,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6214,3,0,0,1,2,5,0,0,0,0,0,1,0,0,0,2022,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6215,3,0,1,0,2,3,1,0,0,0,0,1,0,0,0,2022,2,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6216,3,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2022,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6218,6,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2022,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6219,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2022,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6220,6,0,1,0,1,2,0,0,0,0,0,1,0,0,0,2022,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6221,3,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2022,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6223,3,1,1,0,1,5,0,0,0,0,0,1,0,0,0,2022,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6224,14,1,1,0,3,1,1,0,0,0,0,1,0,0,0,2022,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6225,14,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2022,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6226,14,0,0,1,1,10,1,0,0,0,0,0,0,0,1,2022,2,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6227,3,0,0,0,1,2,1,0,0,0,0,0,0,1,0,2022,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6228,12,1,1,0,1,5,0,0,0,0,0,1,0,0,0,2022,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6230,3,0,0,1,1,5,1,0,0,0,0,0,0,1,0,2022,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6231,6,0,1,1,1,2,0,0,0,1,0,1,0,0,0,2022,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6232,3,0,1,0,1,2,0,0,0,0,0,0,0,1,0,2022,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6233,3,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2022,2,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6234,12,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2022,2,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6235,12,0,1,1,3,4,1,0,0,0,0,0,0,1,0,2022,2,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6238,3,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2022,2,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6239,12,0,1,0,2,2,0,0,0,0,0,0,0,1,0,2022,2,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6240,6,0,1,0,3,6,0,1,0,0,0,0,0,1,0,2022,2,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6241,3,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2022,2,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6243,12,1,1,0,1,2,0,0,1,0,0,0,0,1,0,2022,2,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6244,14,1,1,0,1,5,0,0,0,0,0,0,0,1,0,2022,2,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6245,6,0,1,1,1,4,0,0,1,0,0,0,0,1,0,2022,2,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6246,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2022,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6247,3,0,1,0,1,5,0,1,0,0,0,0,0,1,0,2022,2,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6248,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2022,2,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6249,3,0,1,0,1,3,0,1,0,0,0,0,0,1,0,2022,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6250,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2022,2,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6251,3,0,1,0,1,5,0,0,0,0,0,0,0,0,1,2022,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6252,6,1,1,0,3,6,0,0,0,0,0,0,1,0,0,2022,2,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6253,3,0,1,0,1,3,0,0,1,0,0,0,0,1,0,2022,2,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6254,6,0,0,0,1,3,1,0,0,0,0,0,0,1,0,2022,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6255,3,0,0,0,1,2,0,0,1,0,0,0,1,0,0,2022,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6257,3,0,0,0,1,2,1,0,0,0,0,0,1,0,0,2022,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6258,12,0,1,1,1,4,1,0,0,0,0,0,0,1,0,2022,2,3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6260,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2022,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6261,6,1,0,0,3,5,0,0,0,0,0,0,0,0,1,2022,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6262,6,1,1,1,2,2,0,0,1,0,0,0,0,1,0,2022,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6263,3,0,1,0,1,4,0,0,1,0,0,1,0,0,0,2022,2,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6264,6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2022,2,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6266,6,0,1,0,1,3,0,0,1,0,0,1,0,0,0,2022,2,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6267,12,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2022,2,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6268,6,0,1,0,2,3,0,1,0,0,0,0,1,0,0,2022,2,4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6269,3,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2022,2,4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6271,14,1,1,1,2,4,0,0,0,0,0,0,0,1,0,2022,2,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6272,3,0,0,0,2,4,0,0,0,0,0,0,0,1,0,2022,2,4,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6273,6,0,1,0,2,2,1,0,0,0,0,1,0,0,0,2022,2,4,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6274,14,0,1,1,2,2,0,0,0,0,0,0,1,0,0,2022,2,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6275,12,1,1,0,1,5,0,0,0,0,0,0,1,0,0,2022,2,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6276,14,1,1,0,1,2,0,0,0,0,0,0,0,1,0,2022,2,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6277,6,1,1,0,1,3,0,1,0,0,0,0,0,1,0,2022,2,4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6280,3,0,0,0,2,2,1,0,0,0,0,0,0,1,0,2022,2,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6281,12,0,1,1,2,3,0,0,0,0,0,0,0,1,0,2022,2,4,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6282,3,0,1,0,1,5,1,0,0,0,0,0,0,1,0,2022,2,5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6283,14,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2022,2,5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6284,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2022,2,5,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6285,3,1,1,1,3,5,0,0,1,0,0,0,0,1,0,2022,2,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6286,14,1,1,0,1,5,0,1,0,0,0,1,0,0,0,2022,2,5,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6288,3,1,1,0,1,3,0,0,0,0,0,0,0,1,0,2022,2,5,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6289,3,0,0,0,1,3,1,0,0,0,0,1,0,0,0,2022,2,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,3,0,0,0,1,2,1,0,0,0,0,0,1,0,0,2022,2,5,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6291,3,0,1,1,1,5,0,0,0,0,0,0,0,1,0,2022,2,5,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6292,6,0,0,1,1,3,0,0,0,0,0,0,0,1,0,2022,2,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6293,12,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2022,2,6,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6296,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2022,2,6,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6297,3,1,1,0,1,3,0,1,0,0,0,0,0,0,1,2022,2,6,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6299,6,0,0,1,1,3,1,0,0,0,0,0,0,0,1,2022,2,6,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6300,3,1,1,1,1,5,1,0,0,0,0,0,0,1,0,2022,2,6,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6303,3,1,0,0,1,3,0,1,0,0,0,0,0,1,0,2022,2,6,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6304,3,0,1,0,1,4,0,0,0,0,0,0,1,0,0,2022,2,6,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6305,6,0,1,0,1,5,1,0,0,0,0,0,0,1,0,2022,2,6,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6306,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2022,2,6,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6307,6,1,1,0,1,4,0,0,0,0,0,0,0,1,0,2022,2,6,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6308,3,0,1,0,3,1,1,0,0,0,0,0,0,1,0,2022,2,6,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
