,id,fecha,pais_de_residencia,provincia_de_espana,situacion_en_espana,profesion,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana
717,U-000826,2021-04-19,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,2,1,0,0,0,0,0,0,0,0,1,0
718,U-000828,2021-04-19,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Estudiante,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,1,0,0,1,0,0,0
719,U-000829,2021-04-20,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0,0,0,0,0,1
720,U-000830,2021-04-20,Resto de Europa (dentro de UE),Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,6 meses,Si,Si,No,Hasta 600€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,0,0,0,1
721,U-000832,2020-05-29,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,No,Si,No,Hasta 600€,Primera residencia,Pueblos de Galicia,6 meses,2,1,0,0,0,0,0,0,0,0,1,0
722,U-000833,2020-05-30,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza-Huesca,6 meses,2,0,0,0,0,0,0,0,1,0,0,0
723,U-000834,2020-05-31,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Ingeniero,3 meses,Si,No,No,Hasta 300€,Segunda residencia,Pueblos de Soria,Aún me lo estoy pensando,4,0,1,0,0,0,0,0,0,0,0,1
724,U-000835,2020-05-31,España,Andalucía,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,3 meses,12,0,0,0,0,0,0,1,0,0,0,0
725,U-000836,2020-06-01,Otro,Ninguna,No estoy en ninguna de esas situaciones,Ingeniero Industrial,6 meses,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,1,0,0,0,0,0,0,0,0,1
726,U-000837,2020-06-01,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,Más de 1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,3,1,0,0,0,0,0,0,0,0,1,0
727,U-000838,2020-06-01,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,Más de 1 año,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,3 meses,3,0,0,1,0,0,0,0,0,0,1,0
728,U-000839,2020-06-01,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Jardinero,Más de 1 año,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,5,1,0,0,0,0,0,0,1,0,0,0
729,U-000840,2020-06-01,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,4,1,0,0,0,0,0,0,0,0,1,0
730,U-000841,2021-04-20,España,Ciudad Real,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Asesor,1 año,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,0,1,0,0
731,U-000842,2020-06-02,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,1,0,0,1,0,0,0,0,0,0,1,0
732,U-000843,2020-06-02,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,Más de 1 año,Si,Si,No,Más de 600€,Primera residencia,Sierra norte de Madrid,3 meses,3,1,0,0,0,0,0,0,0,0,1,0
733,U-000846,2020-06-02,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,1,0,0,0,0,1,0
734,U-000847,2020-06-02,España,Castellón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Desempleado,6 meses,No,No,Si,Hasta 450€,Primera residencia,Pueblos de Jaén,3 meses,5,0,0,0,0,1,0,0,1,0,0,0
735,U-000848,2020-06-02,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,1 año,Si,Si,No,Hasta 600€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,0,0,1,0
737,U-000850,2020-06-02,España,Región de Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,3,0,0,1,0,0,0,0,1,0,0,0
738,U-000851,2020-06-02,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Homeópata,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,3 meses,2,1,0,0,0,0,0,0,1,0,0,0
739,U-000852,2020-06-02,España,Navarra,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercio internacional,3 meses,No,No,No,Hasta 300€,Primera residencia,Pueblos de Galicia,3 meses,1,0,0,0,0,0,1,0,0,0,0,0
740,U-000853,2020-06-02,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,1,0,0,0
741,U-000854,2020-06-02,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Ingeniero,6 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,Aún me lo estoy pensando,4,0,1,0,0,0,0,0,0,0,0,1
742,U-000855,2020-06-03,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Coordinador,1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,0,0,0,0,1,0
743,U-000856,2020-06-03,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Soria,3 meses,2,0,0,0,0,0,0,0,0,0,1,0
744,U-000857,2020-06-03,España,Barcelona,No estoy en ninguna de esas situaciones,Asesor,1 año,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza-Huesca,3 meses,3,1,0,0,0,0,0,0,1,0,0,0
745,U-000858,2020-06-03,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,3 meses,7,0,0,0,0,1,0,0,0,0,1,0
746,U-000859,2020-06-03,España,Castilla y León,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Graduado social,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Galicia,3 meses,2,1,0,0,0,0,0,0,0,1,0,0
747,U-000860,2020-06-03,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,4,1,0,0,0,0,0,0,0,0,1,0
748,U-000861,2020-06-03,España,Badajoz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Desempleado,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,1,0,0,0,0,1,0,0,0,1,0,0
750,U-000863,2020-06-03,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Vigilante,1 año,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,3 meses,1,1,0,0,0,0,0,0,0,0,0,1
751,U-000864,2020-06-03,España,Las Palmas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,0,0,1,0,0,0,0
752,U-000865,2020-06-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Personal de Educación Infantil,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,1,1,0,0,0,0,0,0,0,0,1,0
753,U-000866,2020-06-04,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,1 año,Si,No,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,1,0,0,0
755,U-000868,2020-06-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,1,0,0,0,0,0,0,0,0,1,0
756,U-000869,2020-06-04,España,Aragón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,Más de 1 año,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza-Huesca,3 meses,1,0,0,1,0,0,0,0,0,1,0,0
757,U-000870,2020-06-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,1,0,0,0,0,0,0,0,0,1,0
758,U-000871,2020-06-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,Si,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,1,0,0,0,0,0,0,0,0,1,0
759,U-000872,2020-06-04,España,Castilla y León,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,1 año,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando,3,0,0,0,0,0,0,0,0,1,0,0
760,U-000873,2020-06-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,5,0,0,0,0,0,0,0,0,0,1,0
761,U-000874,2020-06-04,España,Castilla y León,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,1 año,Si,Si,No,Hasta 600€,Primera residencia,Pueblos de Burgos,3 meses,3,0,0,0,0,0,0,0,0,1,0,0
762,U-000875,2020-06-04,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,1 año,Si,Si,No,Hasta 600€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,3,0,0,1,0,0,0,0,1,0,0,0
763,U-000876,2020-06-04,España,Aragón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,3,0,0,0,0,0,0,0,0,1,0,0
764,U-000877,2020-06-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Desempleado,1 año,No,No,No,Hasta 600€,Primera residencia,Pueblos de Galicia,6 meses,3,0,0,0,0,1,0,0,0,0,1,0
765,U-000879,2020-06-04,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,No,Hasta 450€,Segunda residencia,Pueblos de Galicia,3 meses,1,0,0,0,0,0,0,0,1,0,0,0
766,U-000880,2020-06-04,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,4,1,0,0,0,0,0,0,1,0,0,0
767,U-000881,2020-06-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,3 meses,No,No,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,0,1,0
768,U-000882,2020-06-04,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,Más de 1 año,Si,Si,No,Hasta 600€,Primera residencia,Pueblos de Zaragoza-Huesca,6 meses,2,1,0,0,0,0,0,0,1,0,0,0
769,U-000884,2020-06-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ferroviario,1 año,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,1,0,1,0,0,0,0,0,0,0,1,0
770,U-000885,2020-06-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,1 año,Si,Si,Si,Hasta 450€,Segunda residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0,0,0,0,1,0
771,U-000886,2020-06-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,No,No,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,0,0,1,0
772,U-000887,2020-06-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,3 meses,No,No,No,Hasta 600€,Primera residencia,Pueblos de Galicia,Aún me lo estoy pensando,3,0,0,0,0,0,0,0,0,0,1,0
773,U-000888,2020-06-05,España,Gipuzkoa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,2,0,0,0,0,0,0,0,0,0,0,0
774,U-000889,2020-06-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,1 año,Si,Si,No,Hasta 600€,Segunda residencia,Pueblos de Soria,6 meses,4,0,0,0,0,0,0,0,0,0,1,0
775,U-000890,2020-06-05,España,Huesca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza-Huesca,3 meses,2,0,1,0,0,0,0,0,0,1,0,0
776,U-000891,2020-06-05,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Desempleado,3 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,3 meses,2,0,0,0,0,1,0,0,1,0,0,0
777,U-000892,2020-06-05,España,Cáceres,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,3 meses,5,0,0,0,0,0,0,0,0,1,0,0
778,U-000893,2020-06-05,España,Canarias,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Desempleado,1 año,Si,No,No,Hasta 600€,Primera residencia,Pueblos de Zaragoza-Huesca,3 meses,3,0,0,0,0,1,0,1,0,0,0,0
779,U-000894,2020-06-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Desempleado,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,1,0,0,0,0,1,0
780,U-000895,2020-06-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0,0,0,0,1,0
781,U-000896,2020-06-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Recursos Humanos,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,1,1,0,0,0,0,0,0,0,0,1,0
782,U-000897,2020-06-05,España,Aragón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,Más de 1 año,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,0,1,0,0
783,U-000898,2020-06-05,España,Andalucía,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Soria,3 meses,7,1,0,0,0,0,0,1,0,0,0,0
784,U-000899,2020-06-05,España,Región de Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,1,0,0,0
785,U-000900,2020-06-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,3,0,0,0,0,0,0,0,0,0,1,0
786,U-000901,2020-06-05,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Soria,3 meses,4,1,0,0,0,0,0,0,1,0,0,0
787,U-000902,2020-06-06,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Contable,6 meses,Si,Si,No,Hasta 600€,Segunda residencia,Pueblos de Galicia,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,0,0,1
788,U-000903,2020-06-06,España,Ceuta y Melilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Vigilante,3 meses,Si,Si,No,Hasta 300€,Segunda residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,5,1,0,0,0,0,0,1,0,0,0,0
789,U-000904,2020-06-06,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,Aún me lo estoy pensando,3,0,0,0,0,0,0,0,1,0,0,0
790,U-000905,2020-06-06,Otro,Ninguna,No estoy en ninguna de esas situaciones,Albañil,3 meses,No,No,No,Hasta 450€,Primera residencia,Indiferente,3 meses,1,0,0,1,0,0,0,0,0,0,0,1
792,U-000907,2020-06-06,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,1,1,0,0,0,0,0,0,0,0,1,0
795,U-000910,2020-06-24,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Jubilado,3 meses,Si,Si,No,Hasta 600€,Primera residencia,Pueblos de Soria,3 meses,2,0,0,0,0,1,0,0,0,0,1,0
796,U-000911,2020-06-24,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Industrial,1 año,No,No,No,Hasta 450€,Primera residencia,Pueblos de Burgos,6 meses,1,0,1,0,0,0,0,0,0,0,0,1
797,U-000912,2020-06-24,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,6 meses,Si,No,No,Hasta 300€,Primera residencia,Pueblos de Soria,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,0,0,1,0
798,U-000913,2020-06-24,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,6 meses,Si,No,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,1,0,0,0
799,U-000914,2020-06-24,España,Castilla y León,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajo de campo,6 meses,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,1,0,0,0,1,0,0
800,U-000915,2020-06-24,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,1,0,0,0,0,0,0,0,0,0,0,1
801,U-000916,2020-06-24,España,Región de Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajo de campo,6 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,1,0,0,1,0,0,0
802,U-000917,2020-06-24,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,3 meses,Si,No,No,Hasta 300€,Primera residencia,Pueblos de Soria,3 meses,1,1,0,0,0,0,0,0,1,0,0,0
803,U-000918,2020-06-24,España,Andalucía,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,3 meses,Si,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,1,0,0,0,0,1,0,1,0,0,0,0
804,U-000919,2020-06-24,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Contable,3 meses,Si,No,No,Hasta 450€,Segunda residencia,Sierra norte de Madrid,3 meses,1,0,0,0,0,0,0,0,0,0,1,0
805,U-000922,2020-06-24,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Psicólogo,1 año,Si,No,No,Hasta 450€,Primera residencia,Pueblos de Burgos,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
807,U-000924,2020-06-24,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Seguridad,6 meses,Si,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,0,0,1,0
