iter	RMSE
628	3.461835449
629	3.460535283
630	3.4599378
631	3.459197301
632	3.458578027
633	3.45804669
634	3.45747821
635	3.45652546
636	3.455356497
637	3.454715591
638	3.454208305
639	3.45370557
640	3.453089379
641	3.452839584
642	3.452239806
643	3.451842834
644	3.451138299
645	3.450076021
646	3.449264194
647	3.44849504
648	3.447603571
649	3.4471604
650	3.446831701
651	3.445998918
652	3.445677615
653	3.444821884
654	3.443419206
655	3.442649375
656	3.442083725
657	3.440990285
658	3.43995488
659	3.439516092
660	3.438195024
661	3.437290835
662	3.436316418
663	3.435222861
664	3.434299424
665	3.434105303
666	3.43327965
667	3.432554239
668	3.431208248
669	3.430307406
670	3.42989178
671	3.429045991
672	3.428479082
673	3.427668627
674	3.426237157
675	3.42605783
676	3.425418816
677	3.425034695
678	3.42442713
679	3.423825304
680	3.423665478
681	3.422650969
682	3.421627205
683	3.421122563
684	3.420078118
685	3.419669428
686	3.41905166
687	3.418530613
688	3.41798557
689	3.417080187
690	3.41644202
691	3.415577963
692	3.414761856
693	3.414546914
694	3.4140686
695	3.413326488
696	3.412941994
697	3.412477998
698	3.412180123
699	3.411881028
700	3.411470749
701	3.410366851
702	3.409026319
703	3.408500791
704	3.408007535
705	3.40762032
706	3.406755011
707	3.405760309
708	3.404581558
709	3.404112769
710	3.403447092
711	3.402768496
712	3.40224413
713	3.401702596
714	3.40104642
715	3.400734654
716	3.399964275
717	3.399125093
718	3.398620524
719	3.397738107
720	3.397054121
721	3.396252668
722	3.395729227
723	3.39489926
724	3.394586881
725	3.393983957
726	3.393472263
727	3.39282971
728	3.392064083
729	3.391321689
730	3.390655312
731	3.389930792
732	3.389645981
733	3.388449656
734	3.388357999
735	3.387856946
736	3.387042834
737	3.38697354
738	3.386620747
739	3.385932284
740	3.38513101
741	3.385014519
742	3.384555646
743	3.383974357
744	3.383479672
745	3.383078706
746	3.382706495
747	3.381907573
748	3.38126677
749	3.380353391
750	3.379707481
751	3.37906324
752	3.37840811
753	3.37798763
754	3.377412081
755	3.376372483
756	3.375553431
757	3.375065373
758	3.374377658
759	3.373454154
760	3.373071937
761	3.37275324
762	3.371900813
763	3.371167295
764	3.370129781
765	3.369091229
766	3.367908198
767	3.367314847
768	3.366606667
769	3.366006965
770	3.365563507
771	3.364935282
772	3.364237672
773	3.363724407
774	3.36304635
775	3.362370072
776	3.361881977
777	3.361075039
778	3.360762478
779	3.359762536
780	3.358803346
781	3.357832879
782	3.357312087
783	3.356326637
784	3.355684915
785	3.35485045
786	3.354268273
787	3.353414168
788	3.352859128
789	3.352581134
790	3.351892142
791	3.351335313
792	3.350562248
793	3.349708887
794	3.349206974
795	3.348343085
796	3.347694918
797	3.347295378
798	3.346776385
799	3.345768537
800	3.345381906
801	3.344890693
802	3.344348185
803	3.343402516
804	3.34283382
805	3.342457931
806	3.341170061
807	3.340784333
808	3.340328442
809	3.339834017
810	3.33949498
811	3.339103263
812	3.338654268
813	3.337942089
814	3.33721117
815	3.336397838
816	3.336052301
817	3.335690145
818	3.334478642
819	3.33364452
820	3.33306445
821	3.332468218
822	3.331826571
823	3.331130652
824	3.330075284
825	3.329426209
826	3.329157577
827	3.328803417
828	3.327933914
829	3.327544083
830	3.3269014
831	3.326433063
832	3.325680749
833	3.325188777
834	3.324714855
835	3.324347523
836	3.323691263
837	3.322785198
838	3.32238096
839	3.321640552
840	3.321420127
841	3.321268179
842	3.320894291
843	3.319861816
844	3.319292182
845	3.31896168
846	3.318279161
847	3.317625598
848	3.316985738
849	3.315996293
850	3.314991404
851	3.314439633
852	3.314091184
853	3.313599309
854	3.312950818
855	3.312145131
856	3.31166094
857	3.310633149
858	3.309931014
859	3.308804686
860	3.308098666
861	3.307048732
862	3.306088867
863	3.304711447
864	3.304189653
865	3.303693511
866	3.303176023
867	3.302496767
868	3.301605687
869	3.301069142
870	3.300587764
871	3.300024381
872	3.299546696
873	3.299062504
874	3.298226043
875	3.29749906
876	3.297273949
877	3.296862283
878	3.296410686
879	3.296128467
880	3.295973799
881	3.295334656
882	3.294825221
883	3.294683203
884	3.294273673
885	3.29358279
886	3.292824048
887	3.292184841
888	3.29196681
889	3.291681283
890	3.291064132
891	3.290545841
892	3.290250955
893	3.289714463
894	3.289321087
895	3.288843305
896	3.287978085
897	3.287862985
898	3.287321738
899	3.286221213
900	3.285802388
901	3.285240012
902	3.284606344
903	3.283989382
904	3.283683975
905	3.283117331
906	3.282545978
907	3.282050799
908	3.281504969
909	3.280930665
910	3.280451779
911	3.279704032
912	3.278769938
913	3.277916046
914	3.277286869
915	3.276746587
916	3.2762464
917	3.275293239
918	3.274611874
919	3.274227355
920	3.273514166
921	3.273074691
922	3.27229582
923	3.271675804
924	3.270826803
925	3.270538458
926	3.270143748
927	3.269669602
928	3.269465677
929	3.268727912
930	3.26789218
931	3.26733439
932	3.266799301
933	3.266117817
934	3.265793345
935	3.265641816
936	3.265131582
937	3.264317234
938	3.263325708
939	3.262801343
940	3.262302093
941	3.261669443
942	3.26104357
943	3.260570243
944	3.259881172
945	3.259317869
946	3.258657007
947	3.25811256
948	3.257613363
949	3.257430778
950	3.256845439
951	3.256016706
952	3.255069697
953	3.254101805
954	3.253812441
955	3.253295888
956	3.252697486
957	3.251645474
958	3.251076788
959	3.250681479
960	3.250046742
961	3.249345546
962	3.248787426
963	3.247902886
964	3.247434682
965	3.246922564
966	3.246202904
967	3.245479657
968	3.245130159
969	3.244748439
970	3.244189378
971	3.243500623
972	3.243136809
973	3.242326428
974	3.241657648
975	3.241211011
976	3.240808127
977	3.240609998
978	3.240024769
979	3.239883383
980	3.239575619
981	3.238714435
982	3.23844386
983	3.23785533
984	3.237377725
985	3.237031072
986	3.236577717
987	3.23607183
988	3.235759719
989	3.234997055
990	3.234359794
991	3.232720628
992	3.232144244
993	3.231214226
994	3.230330732
995	3.22985036
996	3.228733242
997	3.228257696
998	3.227590006
999	3.22727622
